2453210.36093 1.462 0.014
2453210.36140 1.444 0.013
2453210.36186 1.496 0.014
2453210.36280 1.481 0.014
2453210.36326 1.506 0.014
2453210.36373 1.431 0.013
2453210.36419 1.478 0.013
2453210.36466 1.423 0.013
2453210.36513 1.438 0.013
2453210.36559 1.446 0.013
2453210.36605 1.411 0.013
2453210.36653 1.469 0.013
2453210.36699 1.405 0.013
2453210.36745 1.424 0.013
2453210.36792 1.410 0.013
2453210.36839 1.430 0.013
2453210.36885 1.454 0.014
2453210.36932 1.442 0.013
2453210.36978 1.401 0.013
2453210.37025 1.392 0.013
2453210.37072 1.396 0.013
2453210.37164 1.388 0.013
2453210.37212 1.364 0.013
2453210.37304 1.411 0.013
2453210.37351 1.395 0.013
2453210.37398 1.360 0.013
2453210.37491 1.357 0.013
2453210.37584 1.352 0.013
2453210.37631 1.351 0.013
2453210.37677 1.303 0.012
2453210.37723 1.325 0.013
2453210.37771 1.350 0.013
2453210.37817 1.332 0.012
2453210.37863 1.327 0.012
2453210.37910 1.313 0.012
2453210.37957 1.320 0.012
2453210.38003 1.326 0.012
2453210.38050 1.324 0.012
2453210.38096 1.279 0.012
2453210.38144 1.325 0.013
2453210.38236 1.275 0.012
2453210.38376 1.255 0.012
2453210.38422 1.264 0.012
2453210.38469 1.275 0.012
2453210.38516 1.305 0.012
2453210.38563 1.307 0.012
2453210.38609 1.267 0.012
2453210.38703 1.235 0.012
2453210.38749 1.238 0.012
2453210.38795 1.265 0.012
2453210.38841 1.245 0.012
2453210.39007 1.250 0.012
2453210.39053 1.257 0.012
2453210.39101 1.240 0.012
2453210.39147 1.227 0.012
2453210.39193 1.250 0.012
2453210.39241 1.250 0.012
2453210.39287 1.253 0.012
2453210.39333 1.249 0.012
2453210.39380 1.284 0.012
2453210.39427 1.247 0.012
2453210.39473 1.232 0.012
2453210.39520 1.212 0.012
2453210.39566 1.233 0.012
2453210.39613 1.187 0.011
2453210.39660 1.189 0.011
2453210.39706 1.191 0.011
2453210.39752 1.202 0.011
2453210.39800 1.192 0.012
2453210.39846 1.215 0.012
2453210.39892 1.202 0.012
2453210.39939 1.228 0.012
2453210.39986 1.211 0.012
2453210.40032 1.234 0.012
2453210.40079 1.217 0.011
2453210.40125 1.239 0.012
2453210.40172 1.204 0.011
2453210.40219 1.270 0.012
2453210.40311 1.212 0.012
2453210.40359 1.246 0.012
2453210.40405 1.195 0.011
2453210.40498 1.220 0.012
2453210.40545 1.216 0.012
2453210.40591 1.228 0.012
2453210.40638 1.214 0.012
2453210.40731 1.187 0.012
2453210.40778 1.201 0.011
2453210.40824 1.180 0.011
2453210.40870 1.179 0.011
