2453210.35850 1.462 0.014
2453210.35897 1.444 0.013
2453210.35943 1.496 0.014
2453210.36037 1.481 0.014
2453210.36083 1.506 0.014
2453210.36130 1.431 0.013
2453210.36176 1.478 0.013
2453210.36223 1.423 0.013
2453210.36270 1.438 0.013
2453210.36316 1.446 0.013
2453210.36362 1.411 0.013
2453210.36410 1.469 0.013
2453210.36456 1.405 0.013
2453210.36502 1.424 0.013
2453210.36549 1.410 0.013
2453210.36596 1.430 0.013
2453210.36642 1.454 0.014
2453210.36689 1.442 0.013
2453210.36735 1.401 0.013
2453210.36782 1.392 0.013
2453210.36829 1.396 0.013
2453210.36921 1.388 0.013
2453210.36969 1.364 0.013
2453210.37061 1.411 0.013
2453210.37108 1.395 0.013
2453210.37154 1.360 0.013
2453210.37247 1.357 0.013
2453210.37340 1.352 0.013
2453210.37387 1.351 0.013
2453210.37433 1.303 0.012
2453210.37479 1.325 0.013
2453210.37527 1.350 0.013
2453210.37573 1.332 0.012
2453210.37619 1.327 0.012
2453210.37666 1.313 0.012
2453210.37713 1.320 0.012
2453210.37759 1.326 0.012
2453210.37806 1.324 0.012
2453210.37852 1.279 0.012
2453210.37900 1.325 0.013
2453210.37992 1.275 0.012
2453210.38132 1.255 0.012
2453210.38178 1.264 0.012
2453210.38225 1.275 0.012
2453210.38272 1.305 0.012
2453210.38319 1.307 0.012
2453210.38365 1.267 0.012
2453210.38459 1.235 0.012
2453210.38505 1.238 0.012
2453210.38551 1.265 0.012
2453210.38597 1.245 0.012
2453210.38763 1.250 0.012
2453210.38809 1.257 0.012
2453210.38857 1.240 0.012
2453210.38903 1.227 0.012
2453210.38949 1.250 0.012
2453210.38997 1.250 0.012
2453210.39043 1.253 0.012
2453210.39089 1.249 0.012
2453210.39136 1.284 0.012
2453210.39183 1.247 0.012
2453210.39229 1.232 0.012
2453210.39276 1.212 0.012
2453210.39322 1.233 0.012
2453210.39369 1.187 0.011
2453210.39416 1.189 0.011
2453210.39462 1.191 0.011
2453210.39508 1.202 0.011
2453210.39556 1.192 0.012
2453210.39602 1.215 0.012
2453210.39648 1.202 0.012
2453210.39695 1.228 0.012
2453210.39742 1.211 0.012
2453210.39788 1.234 0.012
2453210.39835 1.217 0.011
2453210.39881 1.239 0.012
