JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453212.36123 -1.525 0.027 -0.032 0.013 -0.008 0.013 1.493 0.027 1.517 0.027 0.024 0.013
2453212.36171 -1.486 0.025 -0.093 0.012 -0.071 0.012 1.393 0.026 1.415 0.026 0.022 0.013
2453212.36221 -1.506 0.025 99.999 9.999 -0.050 0.011 99.999 9.999 1.456 0.025 99.999 9.999
2453212.36270 -1.506 0.026 -0.049 0.012 -0.037 0.012 1.457 0.027 1.469 0.027 0.012 0.013
2453212.36318 -1.556 0.027 -0.048 0.012 -0.021 0.012 1.508 0.028 1.535 0.028 0.027 0.013
2453212.36367 -1.587 0.028 -0.076 0.013 -0.021 0.013 1.511 0.028 1.566 0.028 0.055 0.013
2453212.36417 -1.500 0.027 -0.014 0.013 0.011 0.012 1.486 0.027 1.511 0.026 0.025 0.012
2453212.36465 -1.451 0.026 -0.015 0.013 0.010 0.012 1.436 0.026 1.461 0.025 0.025 0.012
2453212.36514 -1.431 0.027 0.016 0.013 0.027 0.013 1.447 0.027 1.458 0.027 0.011 0.013
2453212.36563 -1.448 0.027 0.007 0.013 0.032 0.013 1.455 0.027 1.480 0.027 0.025 0.013
2453212.36612 -1.506 0.028 0.018 0.013 0.034 0.013 1.524 0.028 1.540 0.028 0.016 0.013
2453212.36661 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453212.36709 -1.513 0.028 -0.037 0.013 0.022 0.013 1.476 0.029 1.535 0.028 0.059 0.013
2453212.36758 -1.458 0.032 0.015 0.014 0.060 0.014 1.473 0.032 1.518 0.032 0.045 0.014
2453212.36808 -1.490 0.035 0.057 0.016 0.120 0.015 1.547 0.035 1.610 0.034 0.063 0.015
2453212.36856 -1.453 0.036 0.062 0.016 0.091 0.016 1.515 0.036 1.544 0.036 0.029 0.016
2453212.36905 -1.432 0.034 99.999 9.999 0.126 0.015 99.999 9.999 1.558 0.034 99.999 9.999
2453212.36954 -1.413 0.030 0.027 0.014 0.101 0.013 1.440 0.030 1.514 0.029 0.074 0.013
2453212.37003 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453212.37101 -1.511 0.037 -0.023 0.016 -0.003 0.016 1.488 0.037 1.508 0.037 0.020 0.016
2453212.37149 -1.424 0.039 0.028 0.018 0.214 0.017 1.452 0.039 1.638 0.039 0.186 0.016
2453212.37199 -1.402 0.050 0.050 0.022 0.034 0.022 1.452 0.049 1.436 0.049 -0.016 0.021


2453212.37296 -1.460 0.036 99.999 9.999 -0.026 0.016 99.999 9.999 1.434 0.036 99.999 9.999
2453212.37345 -1.464 0.034 99.999 9.999 -0.011 0.016 99.999 9.999 1.453 0.034 99.999 9.999
2453212.37395 -1.427 0.034 0.120 0.014 0.123 0.014 1.547 0.034 1.550 0.034 0.003 0.014
2453212.37443 -1.434 0.032 0.079 0.013 -0.009 0.014 1.513 0.031 1.425 0.032 -0.088 0.013
2453212.37492 -1.456 0.028 0.040 0.013 0.017 0.013 1.496 0.028 1.473 0.028 -0.023 0.013
2453212.37541 -1.407 0.028 0.074 0.013 0.089 0.013 1.481 0.028 1.496 0.028 0.015 0.013
2453212.37590 -1.393 0.027 0.029 0.013 0.043 0.013 1.422 0.027 1.436 0.027 0.014 0.013
2453212.37639 -1.383 0.026 0.031 0.012 0.054 0.012 1.414 0.025 1.437 0.025 0.023 0.011
2453212.37688 -1.424 0.027 0.083 0.012 0.044 0.012 1.507 0.026 1.468 0.026 -0.039 0.011
2453212.37736 -1.385 0.026 99.999 9.999 0.060 0.012 99.999 9.999 1.445 0.025 99.999 9.999
2453212.37786 -1.416 0.025 0.060 0.011 0.089 0.011 1.476 0.025 1.505 0.025 0.029 0.011
2453212.37834 -1.446 0.025 0.003 0.011 0.051 0.011 1.449 0.025 1.497 0.025 0.048 0.011
2453212.37883 -1.477 0.028 0.078 0.013 -0.024 0.013 1.555 0.028 1.453 0.028 -0.102 0.013
2453212.37932 -1.475 0.028 0.079 0.013 0.015 0.013 1.554 0.028 1.490 0.028 -0.064 0.013
2453212.37981 -1.421 0.028 -0.030 0.013 0.031 0.013 1.391 0.028 1.452 0.028 0.061 0.013


2453212.38079 -1.470 0.028 -0.012 0.013 -0.019 0.013 1.458 0.028 1.451 0.028 -0.007 0.013
2453212.38127 -1.439 0.031 -0.026 0.014 -0.009 0.014 1.413 0.031 1.430 0.031 0.017 0.014
2453212.38179 -1.466 0.032 99.999 9.999 0.060 0.014 99.999 9.999 1.526 0.032 99.999 9.999
2453212.38228 -1.437 0.043 99.999 9.999 0.072 0.018 99.999 9.999 1.509 0.043 99.999 9.999
2453212.38278 -1.330 0.046 0.111 0.021 0.095 0.021 1.441 0.046 1.425 0.046 -0.016 0.021


2453212.38375 -1.447 0.044 0.041 0.019 0.066 0.019 1.488 0.044 1.513 0.044 0.025 0.018
2453212.38424 -1.554 0.047 -0.034 0.019 0.000 0.018 1.520 0.047 1.554 0.047 0.034 0.019
2453212.38473 -1.400 0.031 0.014 0.014 0.033 0.014 1.414 0.031 1.433 0.031 0.019 0.014
2453212.38522 -1.466 0.023 0.022 0.011 -0.029 0.011 1.488 0.023 1.437 0.023 -0.051 0.011
2453212.38571 -1.565 0.026 0.012 0.011 0.014 0.011 1.577 0.026 1.579 0.026 0.002 0.011
2453212.38619 99.999 9.999 99.999 9.999 -0.003 0.016 99.999 9.999 99.999 9.999 99.999 9.999






2453212.38815 -1.536 0.036 -0.077 0.016 -0.054 0.016 1.459 0.036 1.482 0.036 0.023 0.016
2453212.38865 -1.583 0.028 -0.184 0.013 -0.127 0.013 1.399 0.028 1.456 0.028 0.057 0.013
