JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 50.00
2453222.36020 -1.784 0.007 -0.275 0.004 -0.286 0.004 1.509 0.008 1.498 0.008 -0.011 0.004
2453222.36091 -1.838 0.007 -0.320 0.004 -0.338 0.004 1.518 0.008 1.500 0.008 -0.018 0.004
2453222.36163 -1.742 0.007 -0.283 0.004 -0.247 0.004 1.459 0.008 1.495 0.008 0.036 0.004
2453222.36235 -1.823 0.007 -0.362 0.004 -0.362 0.004 1.461 0.008 1.461 0.008 0.000 0.004
2453222.36308 -1.747 0.007 -0.237 0.004 -0.242 0.004 1.510 0.008 1.505 0.008 -0.005 0.004
2453222.36380 -1.683 0.007 -0.246 0.004 -0.236 0.004 1.437 0.008 1.447 0.008 0.010 0.004
2453222.36451 -1.759 0.007 -0.268 0.004 -0.285 0.004 1.491 0.008 1.474 0.008 -0.017 0.004
2453222.36523 -1.751 0.007 -0.307 0.004 -0.313 0.004 1.444 0.008 1.438 0.008 -0.006 0.004
2453222.36596 -1.791 0.007 -0.381 0.004 -0.377 0.004 1.410 0.008 1.414 0.008 0.004 0.004
2453222.36668 -1.722 0.007 -0.276 0.004 -0.268 0.004 1.446 0.008 1.454 0.008 0.008 0.004
2453222.36740 -1.829 0.007 -0.371 0.004 -0.375 0.004 1.458 0.008 1.454 0.008 -0.004 0.004
2453222.36811 -1.726 0.007 -0.236 0.004 -0.242 0.004 1.490 0.008 1.484 0.008 -0.006 0.004
2453222.36884 -1.670 0.007 -0.186 0.004 -0.192 0.004 1.484 0.008 1.478 0.008 -0.006 0.004
2453222.36956 -1.748 0.007 -0.343 0.004 -0.323 0.004 1.405 0.008 1.425 0.008 0.020 0.004
2453222.37029 -1.781 0.007 -0.295 0.004 -0.319 0.004 1.486 0.008 1.462 0.008 -0.024 0.004
2453222.37101 -1.746 0.007 -0.250 0.004 -0.263 0.004 1.496 0.008 1.483 0.008 -0.013 0.004
2453222.37172 -1.733 0.007 -0.289 0.004 -0.266 0.004 1.444 0.008 1.467 0.008 0.023 0.004
2453222.37244 -1.815 0.007 -0.358 0.004 -0.396 0.004 1.457 0.008 1.419 0.008 -0.038 0.004
2453222.37317 -1.764 0.007 -0.257 0.004 -0.277 0.004 1.507 0.008 1.487 0.008 -0.020 0.004
2453222.37389 -1.707 0.007 -0.215 0.004 -0.233 0.004 1.492 0.008 1.474 0.008 -0.018 0.004
2453222.37461 -1.807 0.007 -0.306 0.004 -0.315 0.004 1.501 0.008 1.492 0.008 -0.009 0.004
2453222.37532 -1.811 0.007 -0.319 0.004 -0.334 0.004 1.492 0.008 1.477 0.008 -0.015 0.004
2453222.37605 -1.744 0.007 -0.343 0.004 -0.293 0.004 1.401 0.008 1.451 0.008 0.050 0.004
2453222.37677 99.999 9.999 -0.253 0.004 -0.272 0.004 99.999 9.999 99.999 9.999 -0.019 0.004
2453222.37749 -1.722 0.007 -0.217 0.004 -0.234 0.004 1.505 0.008 1.488 0.008 -0.017 0.004
2453222.37821 -1.813 0.007 -0.307 0.004 -0.332 0.004 1.506 0.008 1.481 0.008 -0.025 0.004
2453222.37894 -1.845 0.007 -0.431 0.004 -0.473 0.004 1.414 0.008 1.372 0.008 -0.042 0.004
2453222.37965 -1.772 0.007 -0.405 0.004 -0.395 0.004 1.367 0.008 1.377 0.008 0.010 0.004
2453222.38037 -1.670 0.007 -0.301 0.004 -0.279 0.004 1.369 0.008 1.391 0.008 0.022 0.004
2453222.38109 -1.688 0.007 -0.198 0.004 -0.204 0.004 1.490 0.008 1.484 0.008 -0.006 0.004
2453222.38182 -1.829 0.007 -0.464 0.004 -0.482 0.004 1.365 0.008 1.347 0.008 -0.018 0.004
2453222.38253 -1.848 0.007 -0.418 0.004 -0.467 0.004 1.430 0.008 1.381 0.008 -0.049 0.004
2453222.38325 -1.720 0.007 -0.230 0.004 -0.263 0.004 1.490 0.008 1.457 0.008 -0.033 0.004
2453222.38397 -1.733 0.007 -0.279 0.004 -0.256 0.004 1.454 0.008 1.477 0.008 0.023 0.004
2453222.38470 -1.771 0.007 -0.277 0.004 -0.310 0.004 1.494 0.008 1.461 0.008 -0.033 0.004
2453222.38542 -1.766 0.007 -0.294 0.004 -0.313 0.004 1.472 0.008 1.453 0.008 -0.019 0.004
2453222.38613 -1.733 0.007 -0.336 0.004 -0.354 0.004 1.397 0.008 1.379 0.008 -0.018 0.004
2453222.38685 -1.842 0.007 -0.414 0.004 -0.429 0.004 1.428 0.008 1.413 0.008 -0.015 0.004
2453222.38758 -1.687 0.007 -0.381 0.004 -0.373 0.004 1.306 0.008 1.314 0.008 0.008 0.004
2453222.38830 -1.807 0.007 -0.314 0.004 -0.350 0.004 1.493 0.008 1.457 0.008 -0.036 0.004
2453222.38902 -1.659 0.007 -0.382 0.004 -0.310 0.004 1.277 0.008 1.349 0.008 0.072 0.004
2453222.38973 -1.621 0.007 -0.127 0.004 -0.171 0.004 1.494 0.008 1.450 0.008 -0.044 0.004
2453222.39046 -1.832 0.007 -0.451 0.004 -0.494 0.004 1.381 0.008 1.338 0.008 -0.043 0.004
2453222.39118 -1.693 0.007 -0.428 0.004 -0.363 0.004 1.265 0.008 1.330 0.008 0.065 0.004
2453222.39190 -1.776 0.007 -0.375 0.004 -0.343 0.004 1.401 0.008 1.433 0.008 0.032 0.004
2453222.39262 -1.639 0.007 -0.199 0.004 -0.167 0.004 1.440 0.008 1.472 0.008 0.032 0.004
2453222.39334 -1.812 0.007 -0.496 0.004 -0.516 0.004 1.316 0.008 1.296 0.008 -0.020 0.004
2453222.39406 -1.584 0.007 -0.104 0.004 -0.159 0.004 1.480 0.008 1.425 0.008 -0.055 0.004
2453222.39478 -1.652 0.007 -0.431 0.004 -0.409 0.004 1.221 0.008 1.243 0.008 0.022 0.004
2453222.39550 -1.793 0.007 -0.300 0.004 -0.319 0.004 1.493 0.008 1.474 0.008 -0.019 0.004
2453222.39623 -1.658 0.007 -0.178 0.004 -0.199 0.004 1.480 0.008 1.459 0.008 -0.021 0.004
2453222.39694 -1.621 0.007 -0.171 0.004 -0.200 0.004 1.450 0.008 1.421 0.008 -0.029 0.004
2453222.39766 -1.678 0.007 -0.411 0.004 -0.418 0.004 1.267 0.008 1.260 0.008 -0.007 0.004
2453222.39838 -1.620 0.007 -0.174 0.004 -0.138 0.004 1.446 0.008 1.482 0.008 0.036 0.004
2453222.39911 -1.798 0.007 -0.378 0.004 -0.403 0.004 1.420 0.008 1.395 0.008 -0.025 0.004
2453222.39983 -1.739 0.007 -0.462 0.004 -0.486 0.004 1.277 0.008 1.253 0.008 -0.024 0.004
2453222.40054 -1.782 0.007 -0.493 0.004 -0.471 0.004 1.289 0.008 1.311 0.008 0.022 0.004
2453222.40126 -1.675 0.007 -0.453 0.004 -0.421 0.004 1.222 0.008 1.254 0.008 0.032 0.004
2453222.40199 -1.640 0.007 -0.161 0.004 -0.185 0.004 1.479 0.008 1.455 0.008 -0.024 0.004
2453222.40271 -1.633 0.007 -0.350 0.004 -0.241 0.004 1.283 0.008 1.392 0.008 0.109 0.004
2453222.40343 -1.736 0.007 -0.515 0.004 -0.490 0.004 1.221 0.008 1.246 0.008 0.025 0.004
2453222.40414 -1.697 0.007 -0.414 0.004 -0.403 0.004 1.283 0.008 1.294 0.008 0.011 0.004
2453222.40487 -1.610 0.007 -0.307 0.004 -0.278 0.004 1.303 0.008 1.332 0.008 0.029 0.004
2453222.40559 -1.709 0.007 -0.277 0.004 -0.249 0.004 1.432 0.008 1.460 0.008 0.028 0.004
2453222.40631 -1.611 0.007 -0.142 0.004 -0.169 0.004 1.469 0.008 1.442 0.008 -0.027 0.004
2453222.40703 -1.564 0.007 -0.357 0.004 -0.239 0.004 1.207 0.008 1.325 0.008 0.118 0.004
2453222.40775 -1.573 0.007 -0.150 0.004 -0.148 0.004 1.423 0.008 1.425 0.008 0.002 0.004
2453222.40847 -1.633 0.007 -0.253 0.004 -0.271 0.004 1.380 0.008 1.362 0.008 -0.018 0.004
2453222.40919 -1.786 0.007 -0.292 0.004 -0.325 0.004 1.494 0.008 1.461 0.008 -0.033 0.004
2453222.40991 -1.532 0.008 -0.119 0.004 -0.158 0.004 1.413 0.008 1.374 0.008 -0.039 0.004
2453222.41064 -1.678 0.007 -0.381 0.004 -0.357 0.004 1.297 0.008 1.321 0.008 0.024 0.004
2453222.41135 -1.620 0.007 -0.268 0.004 -0.295 0.004 1.352 0.008 1.325 0.008 -0.027 0.004
2453222.41207 -1.623 0.007 -0.428 0.004 -0.365 0.004 1.195 0.008 1.258 0.008 0.063 0.004
2453222.41279 -1.702 0.007 -0.233 0.004 -0.219 0.004 1.469 0.008 1.483 0.008 0.014 0.004
2453222.41352 -1.621 0.007 -0.308 0.004 -0.256 0.004 1.313 0.008 1.365 0.008 0.052 0.004
2453222.41424 -1.572 0.007 -0.154 0.004 -0.131 0.004 1.418 0.008 1.441 0.008 0.023 0.004
2453222.41495 -1.648 0.007 -0.434 0.004 -0.412 0.004 1.214 0.008 1.236 0.008 0.022 0.004
2453222.41567 -1.654 0.007 -0.193 0.004 -0.170 0.004 1.461 0.008 1.484 0.008 0.023 0.004
2453222.41640 -1.711 0.007 -0.266 0.004 -0.289 0.004 1.445 0.008 1.422 0.008 -0.023 0.004
2453222.41712 -1.544 0.007 -0.198 0.004 -0.205 0.004 1.346 0.008 1.339 0.008 -0.007 0.004
2453222.41784 -1.665 0.007 -0.231 0.004 -0.221 0.004 1.434 0.008 1.444 0.008 0.010 0.004
2453222.41855 -1.762 0.007 -0.504 0.004 -0.516 0.004 1.258 0.008 1.246 0.008 -0.012 0.004
2453222.41928 -1.637 0.007 -0.271 0.004 -0.179 0.004 1.366 0.008 1.458 0.008 0.092 0.004
2453222.42000 -1.697 0.007 -0.254 0.004 -0.309 0.004 1.443 0.008 1.388 0.008 -0.055 0.004
2453222.42072 -1.536 0.008 -0.203 0.004 -0.120 0.004 1.333 0.008 1.416 0.008 0.083 0.004
2453222.42144 -1.677 0.007 -0.377 0.004 -0.350 0.004 1.300 0.008 1.327 0.008 0.027 0.004
2453222.42216 -1.595 0.007 -0.359 0.004 -0.285 0.004 1.236 0.008 1.310 0.008 0.074 0.004
2453222.42288 -1.740 0.007 -0.283 0.004 -0.329 0.004 1.457 0.008 1.411 0.008 -0.046 0.004
2453222.42360 -1.609 0.007 -0.342 0.004 -0.249 0.004 1.267 0.008 1.360 0.008 0.093 0.004
