JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 12.00
2453240.37072 -1.950 0.013 -0.481 0.006 -0.398 0.006 1.469 0.013 1.552 0.013 0.083 0.007




2453240.37184 99.999 9.999 -0.483 0.006 -0.402 0.006 99.999 9.999 99.999 9.999 0.081 0.007




2453240.37295 -1.884 0.013 -0.416 0.006 -0.408 0.006 1.468 0.013 1.476 0.013 0.008 0.007
2453240.37333 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453240.37370 -1.844 0.013 -0.386 0.006 -0.344 0.006 1.458 0.013 1.500 0.013 0.042 0.007
2453240.37407 -1.816 0.013 -0.341 0.006 -0.337 0.006 1.475 0.013 1.479 0.013 0.004 0.007
2453240.37444 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453240.37483 -1.918 0.013 -0.455 0.006 -0.391 0.006 1.463 0.013 1.527 0.013 0.064 0.007
2453240.37520 -1.807 0.013 -0.346 0.006 -0.341 0.006 1.461 0.013 1.466 0.013 0.005 0.007
2453240.37557 99.999 9.999 99.999 9.999 -0.314 0.006 99.999 9.999 99.999 9.999 99.999 9.999


2453240.37632 -1.862 0.013 -0.402 0.006 -0.353 0.006 1.460 0.013 1.509 0.013 0.049 0.007
2453240.37669 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453240.37706 -1.862 0.013 -0.360 0.006 -0.348 0.006 1.502 0.013 1.514 0.013 0.012 0.007
2453240.37743 -1.838 0.018 -0.323 0.008 -0.332 0.008 1.515 0.018 1.506 0.018 -0.009 0.008
2453240.37781 -1.819 0.013 -0.350 0.006 -0.345 0.006 1.469 0.013 1.474 0.013 0.005 0.007
2453240.37818 -1.843 0.013 -0.357 0.006 -0.363 0.006 1.486 0.013 1.480 0.013 -0.006 0.007
2453240.37855 -1.916 0.013 -0.442 0.006 -0.362 0.006 1.474 0.013 1.554 0.013 0.080 0.007
2453240.37892 -1.920 0.013 -0.450 0.006 -0.399 0.006 1.470 0.013 1.521 0.013 0.051 0.007
2453240.37931 -1.926 0.013 -0.463 0.006 -0.412 0.006 1.463 0.013 1.514 0.013 0.051 0.007
2453240.37968 -1.796 0.013 -0.363 0.006 -0.327 0.006 1.433 0.013 1.469 0.013 0.036 0.007
2453240.38005 -1.811 0.013 -0.350 0.006 -0.312 0.006 1.461 0.013 1.499 0.013 0.038 0.007
2453240.38042 -1.860 0.013 -0.362 0.006 -0.351 0.006 1.498 0.013 1.509 0.013 0.011 0.007


2453240.38117 -1.919 0.013 -0.428 0.006 -0.386 0.006 1.491 0.013 1.533 0.013 0.042 0.007
2453240.38154 99.999 9.999 99.999 9.999 -0.316 0.006 99.999 9.999 99.999 9.999 99.999 9.999
2453240.38191 99.999 9.999 99.999 9.999 -0.305 0.006 99.999 9.999 99.999 9.999 99.999 9.999
2453240.38229 -1.914 0.013 -0.409 0.006 -0.378 0.006 1.505 0.013 1.536 0.013 0.031 0.007
2453240.38266 -1.878 0.013 -0.408 0.006 -0.372 0.006 1.470 0.013 1.506 0.013 0.036 0.007


2453240.38340 -1.887 0.013 -0.391 0.006 -0.364 0.006 1.496 0.013 1.523 0.013 0.027 0.007
2453240.38378 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453240.38416 -1.832 0.013 -0.366 0.006 -0.292 0.006 1.466 0.013 1.540 0.013 0.074 0.007
2453240.38453 -1.752 0.013 -0.305 0.006 -0.285 0.006 1.447 0.013 1.467 0.013 0.020 0.007
2453240.38490 -1.818 0.013 -0.340 0.006 -0.307 0.006 1.478 0.013 1.511 0.013 0.033 0.007


2453240.38565 -1.742 0.012 -0.298 0.006 -0.250 0.006 1.444 0.012 1.492 0.012 0.048 0.007
2453240.38602 -1.826 0.013 -0.351 0.006 -0.296 0.006 1.475 0.013 1.530 0.013 0.055 0.007
2453240.38639 -1.817 0.013 -0.336 0.006 -0.256 0.006 1.481 0.013 1.561 0.013 0.080 0.007
2453240.38677 -1.795 0.013 -0.315 0.006 -0.303 0.006 1.480 0.013 1.492 0.013 0.012 0.007
2453240.38714 99.999 9.999 -0.257 0.006 -0.220 0.006 99.999 9.999 99.999 9.999 0.037 0.007
2453240.38751 -1.700 0.013 -0.231 0.006 -0.237 0.006 1.469 0.013 1.463 0.013 -0.006 0.007
2453240.38788 -1.738 0.013 -0.237 0.006 -0.249 0.006 1.501 0.013 1.489 0.013 -0.012 0.007
2453240.38826 -1.696 0.012 -0.245 0.006 -0.216 0.006 1.451 0.012 1.480 0.012 0.029 0.007
2453240.38863 -1.717 0.013 -0.275 0.006 -0.208 0.006 1.442 0.013 1.509 0.013 0.067 0.007
2453240.38900 -1.680 0.012 -0.227 0.006 -0.218 0.006 1.453 0.012 1.462 0.012 0.009 0.007
2453240.38938 -1.720 0.013 -0.272 0.006 -0.217 0.006 1.448 0.013 1.503 0.013 0.055 0.007
2453240.38976 99.999 9.999 -0.278 0.006 -0.207 0.006 99.999 9.999 99.999 9.999 0.071 0.007
2453240.39013 -1.704 0.013 -0.241 0.006 -0.219 0.006 1.463 0.013 1.485 0.013 0.022 0.007
2453240.39050 99.999 9.999 -0.253 0.006 -0.222 0.006 99.999 9.999 99.999 9.999 0.031 0.007
2453240.39087 -1.638 0.012 -0.200 0.006 -0.174 0.006 1.438 0.012 1.464 0.012 0.026 0.007
2453240.39125 99.999 9.999 99.999 9.999 -0.134 0.006 99.999 9.999 99.999 9.999 99.999 9.999
2453240.39162 -1.693 0.013 -0.209 0.006 -0.169 0.006 1.484 0.013 1.524 0.013 0.040 0.007
2453240.39199 -1.629 0.012 -0.181 0.007 -0.148 0.007 1.448 0.012 1.481 0.012 0.033 0.007
2453240.39236 -1.679 0.013 -0.198 0.007 -0.199 0.007 1.481 0.013 1.480 0.013 -0.001 0.007
2453240.39274 -1.699 0.013 -0.227 0.006 -0.176 0.006 1.472 0.013 1.523 0.013 0.051 0.007
2453240.39311 -1.732 0.013 -0.244 0.006 -0.200 0.006 1.488 0.013 1.532 0.013 0.044 0.007
2453240.39348 99.999 9.999 99.999 9.999 -0.144 0.006 99.999 9.999 99.999 9.999 99.999 9.999


2453240.39424 99.999 9.999 -0.199 0.007 -0.130 0.007 99.999 9.999 99.999 9.999 0.069 0.007
2453240.39461 -1.628 0.013 -0.157 0.007 -0.139 0.007 1.471 0.013 1.489 0.013 0.018 0.007
2453240.39498 -1.601 0.013 -0.142 0.007 -0.115 0.007 1.459 0.013 1.486 0.013 0.027 0.007
2453240.39535 -1.676 0.013 -0.200 0.007 -0.165 0.007 1.476 0.013 1.511 0.013 0.035 0.007


2453240.39610 -1.641 0.013 -0.160 0.007 -0.123 0.007 1.481 0.013 1.518 0.013 0.037 0.007
2453240.39647 99.999 9.999 -0.191 0.007 -0.129 0.007 99.999 9.999 99.999 9.999 0.062 0.007
2453240.39684 -1.578 0.013 -0.140 0.007 -0.071 0.007 1.438 0.013 1.507 0.013 0.069 0.007
2453240.39722 -1.640 0.013 -0.160 0.007 -0.134 0.007 1.480 0.013 1.506 0.013 0.026 0.007
2453240.39759 -1.553 0.012 -0.106 0.007 -0.064 0.007 1.447 0.012 1.489 0.012 0.042 0.007
2453240.39796 -1.559 0.013 -0.087 0.007 -0.068 0.007 1.472 0.013 1.491 0.013 0.019 0.007
2453240.39833 -1.598 0.013 -0.114 0.007 -0.108 0.007 1.484 0.013 1.490 0.013 0.006 0.007
2453240.39872 99.999 9.999 -0.065 0.007 -0.034 0.007 99.999 9.999 99.999 9.999 0.031 0.007
2453240.39909 -1.577 0.013 -0.124 0.007 -0.057 0.007 1.453 0.013 1.520 0.013 0.067 0.007
2453240.39946 -1.609 0.013 -0.084 0.007 -0.099 0.007 1.525 0.013 1.510 0.013 -0.015 0.007


2453240.40021 -1.483 0.013 -0.043 0.007 -0.036 0.007 1.440 0.013 1.447 0.013 0.007 0.007
2453240.40058 99.999 9.999 -0.116 0.007 -0.070 0.007 99.999 9.999 99.999 9.999 0.046 0.007


