JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453220.32412 -1.908 0.028 99.999 9.999 -0.431 0.011 99.999 9.999 1.477 0.028 99.999 9.999
2453220.32461 -1.952 0.027 -0.390 0.010 -0.385 0.010 1.562 0.027 1.567 0.027 0.005 0.011


2453220.32559 -1.932 0.024 -0.373 0.009 -0.424 0.010 1.559 0.024 1.508 0.024 -0.051 0.011
2453220.32608 -1.914 0.023 -0.410 0.009 -0.394 0.009 1.504 0.023 1.520 0.023 0.016 0.010




2453220.32755 -1.865 0.020 -0.401 0.009 -0.438 0.009 1.464 0.020 1.427 0.020 -0.037 0.010


2453220.32853 -1.810 0.020 -0.390 0.009 -0.407 0.009 1.420 0.020 1.403 0.020 -0.017 0.010
2453220.32902 -1.873 0.020 -0.389 0.009 -0.382 0.009 1.484 0.020 1.491 0.020 0.007 0.010
2453220.32951 -1.856 0.020 99.999 9.999 -0.366 0.009 99.999 9.999 1.490 0.020 99.999 9.999
2453220.33000 99.999 9.999 99.999 9.999 -0.394 0.009 99.999 9.999 99.999 9.999 99.999 9.999
2453220.33049 -1.920 0.020 -0.427 0.009 -0.424 0.009 1.493 0.020 1.496 0.020 0.003 0.010
2453220.33098 -1.810 0.020 -0.365 0.009 -0.392 0.009 1.445 0.020 1.418 0.020 -0.027 0.010
2453220.33147 -1.856 0.020 -0.364 0.009 -0.381 0.009 1.492 0.020 1.475 0.020 -0.017 0.010
2453220.33197 99.999 9.999 -0.366 0.009 -0.399 0.009 99.999 9.999 99.999 9.999 -0.033 0.010


2453220.33294 -1.852 0.019 99.999 9.999 -0.384 0.009 99.999 9.999 1.468 0.019 99.999 9.999


2453220.33392 99.999 9.999 99.999 9.999 -0.337 0.009 99.999 9.999 99.999 9.999 99.999 9.999
2453220.33441 -1.814 0.019 -0.339 0.009 -0.359 0.009 1.475 0.019 1.455 0.019 -0.020 0.010
2453220.33491 -1.840 0.020 99.999 9.999 -0.332 0.009 99.999 9.999 1.508 0.020 99.999 9.999




2453220.33638 -1.754 0.019 -0.307 0.009 -0.320 0.009 1.447 0.019 1.434 0.019 -0.013 0.010
2453220.33686 -1.845 0.020 -0.351 0.009 -0.325 0.009 1.494 0.020 1.520 0.020 0.026 0.010
2453220.33735 -1.780 0.019 99.999 9.999 -0.334 0.009 99.999 9.999 1.446 0.019 99.999 9.999


2453220.33833 -1.737 0.019 -0.302 0.009 -0.318 0.009 1.435 0.019 1.419 0.019 -0.016 0.010
2453220.33882 -1.746 0.020 -0.275 0.009 -0.272 0.009 1.471 0.020 1.474 0.020 0.003 0.010
2453220.33932 -1.786 0.020 -0.332 0.009 -0.329 0.009 1.454 0.020 1.457 0.020 0.003 0.010
2453220.33980 -1.738 0.020 -0.275 0.009 -0.305 0.009 1.463 0.020 1.433 0.020 -0.030 0.010
2453220.34030 -1.737 0.019 99.999 9.999 -0.281 0.009 99.999 9.999 1.456 0.019 99.999 9.999






2453220.34226 -1.692 0.020 -0.238 0.009 -0.236 0.009 1.454 0.020 1.456 0.020 0.002 0.010
2453220.34274 99.999 9.999 -0.248 0.009 -0.234 0.009 99.999 9.999 99.999 9.999 0.014 0.010
