JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 15.00
2453241.31589 -0.175 0.005 -0.012 0.004 0.181 0.004 0.163 0.005 0.356 0.005 0.193 0.004
2453241.31626 -0.204 0.005 0.010 0.004 0.186 0.004 0.214 0.005 0.390 0.005 0.176 0.004


2453241.31701 99.999 9.999 -0.048 0.004 0.117 0.004 99.999 9.999 99.999 9.999 0.165 0.004
2453241.31738 -0.196 0.005 0.032 0.004 0.149 0.004 0.228 0.005 0.345 0.005 0.117 0.004
2453241.31775 -0.194 0.005 99.999 9.999 0.182 0.004 99.999 9.999 0.376 0.005 99.999 9.999
2453241.31813 99.999 9.999 -0.037 0.004 0.136 0.004 99.999 9.999 99.999 9.999 0.173 0.004




2453241.31924 -0.193 0.005 0.046 0.004 0.224 0.004 0.239 0.005 0.417 0.005 0.178 0.004
2453241.31962 -0.172 0.005 -0.023 0.004 99.999 9.999 0.149 0.005 99.999 9.999 99.999 9.999
2453241.31999 -0.174 0.005 99.999 9.999 0.199 0.004 99.999 9.999 0.373 0.005 99.999 9.999
2453241.32036 -0.203 0.005 0.061 0.004 0.246 0.004 0.264 0.005 0.449 0.005 0.185 0.004
2453241.32073 99.999 9.999 -0.007 0.004 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.32112 99.999 9.999 -0.032 0.004 0.139 0.004 99.999 9.999 99.999 9.999 0.171 0.004
2453241.32149 -0.173 0.005 0.022 0.004 0.176 0.004 0.195 0.005 0.349 0.005 0.154 0.004
2453241.32186 -0.183 0.005 -0.064 0.004 99.999 9.999 0.119 0.005 99.999 9.999 99.999 9.999
2453241.32223 99.999 9.999 -0.053 0.004 0.113 0.004 99.999 9.999 99.999 9.999 0.166 0.004
2453241.32261 -0.198 0.005 0.035 0.004 0.228 0.004 0.233 0.005 0.426 0.005 0.193 0.004
2453241.32298 -0.180 0.005 0.026 0.004 99.999 9.999 0.206 0.005 99.999 9.999 99.999 9.999


2453241.32372 -0.208 0.005 0.067 0.004 0.242 0.004 0.275 0.005 0.450 0.005 0.175 0.004


2453241.32447 -0.199 0.005 99.999 9.999 0.219 0.004 99.999 9.999 0.418 0.005 99.999 9.999
2453241.32484 -0.206 0.005 0.022 0.004 0.212 0.004 0.228 0.005 0.418 0.005 0.190 0.004
2453241.32521 -0.186 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.32560 -0.151 0.005 99.999 9.999 0.205 0.004 99.999 9.999 0.356 0.005 99.999 9.999
2453241.32597 -0.214 0.005 0.006 0.004 0.189 0.004 0.220 0.005 0.403 0.005 0.183 0.004




2453241.32709 -0.203 0.005 -0.072 0.004 0.103 0.004 0.131 0.005 0.306 0.005 0.175 0.004
2453241.32746 -0.194 0.005 -0.097 0.004 0.073 0.004 0.097 0.005 0.267 0.005 0.170 0.004
2453241.32783 -0.173 0.005 99.999 9.999 0.151 0.004 99.999 9.999 0.324 0.005 99.999 9.999
2453241.32820 -0.160 0.005 -0.033 0.004 99.999 9.999 0.127 0.005 99.999 9.999 99.999 9.999


2453241.32895 99.999 9.999 99.999 9.999 0.241 0.004 99.999 9.999 99.999 9.999 99.999 9.999




2453241.33008 99.999 9.999 -0.068 0.004 0.108 0.004 99.999 9.999 99.999 9.999 0.176 0.004
2453241.33045 -0.183 0.005 -0.028 0.004 99.999 9.999 0.155 0.005 99.999 9.999 99.999 9.999
2453241.33082 -0.193 0.005 99.999 9.999 0.149 0.004 99.999 9.999 0.342 0.005 99.999 9.999
2453241.33119 99.999 9.999 -0.064 0.004 0.100 0.004 99.999 9.999 99.999 9.999 0.164 0.004


2453241.33194 -0.170 0.005 99.999 9.999 0.169 0.004 99.999 9.999 0.339 0.005 99.999 9.999
2453241.33231 -0.162 0.005 -0.075 0.004 0.107 0.004 0.087 0.005 0.269 0.005 0.182 0.004
2453241.33269 -0.168 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453241.33343 -0.210 0.005 0.075 0.004 0.199 0.004 0.285 0.005 0.409 0.005 0.124 0.004


2453241.33418 99.999 9.999 -0.099 0.004 0.078 0.004 99.999 9.999 99.999 9.999 0.177 0.004
2453241.33455 -0.194 0.005 -0.073 0.004 0.100 0.004 0.121 0.005 0.294 0.005 0.173 0.004
2453241.33492 -0.199 0.005 -0.079 0.004 0.111 0.004 0.120 0.005 0.310 0.005 0.190 0.004
2453241.33530 -0.196 0.005 99.999 9.999 0.257 0.004 99.999 9.999 0.453 0.005 99.999 9.999
2453241.33568 -0.177 0.005 0.078 0.004 99.999 9.999 0.255 0.005 99.999 9.999 99.999 9.999


2453241.33642 99.999 9.999 -0.047 0.004 0.132 0.004 99.999 9.999 99.999 9.999 0.179 0.004
2453241.33679 -0.200 0.005 -0.092 0.004 0.086 0.004 0.108 0.005 0.286 0.005 0.178 0.004
2453241.33717 -0.176 0.005 99.999 9.999 0.202 0.004 99.999 9.999 0.378 0.005 99.999 9.999
2453241.33754 -0.217 0.005 0.059 0.004 0.233 0.004 0.276 0.005 0.450 0.005 0.174 0.004




2453241.33866 99.999 9.999 -0.110 0.004 0.077 0.004 99.999 9.999 99.999 9.999 0.187 0.004




2453241.33977 -0.172 0.005 -0.061 0.004 99.999 9.999 0.111 0.005 99.999 9.999 99.999 9.999


2453241.34053 -0.188 0.005 99.999 9.999 0.235 0.004 99.999 9.999 0.423 0.005 99.999 9.999
2453241.34090 -0.188 0.005 -0.020 0.004 99.999 9.999 0.168 0.005 99.999 9.999 99.999 9.999


2453241.34165 99.999 9.999 -0.043 0.004 0.133 0.004 99.999 9.999 99.999 9.999 0.176 0.004
2453241.34202 -0.173 0.005 99.999 9.999 0.100 0.004 99.999 9.999 0.273 0.005 99.999 9.999
2453241.34239 99.999 9.999 -0.017 0.004 0.152 0.004 99.999 9.999 99.999 9.999 0.169 0.004




2453241.34351 99.999 9.999 0.019 0.004 0.195 0.004 99.999 9.999 99.999 9.999 0.176 0.004
2453241.34388 -0.166 0.005 -0.021 0.004 99.999 9.999 0.145 0.005 99.999 9.999 99.999 9.999
2453241.34425 -0.177 0.005 99.999 9.999 0.180 0.004 99.999 9.999 0.357 0.005 99.999 9.999
2453241.34464 -0.203 0.005 99.999 9.999 0.233 0.004 99.999 9.999 0.436 0.005 99.999 9.999
2453241.34501 -0.199 0.005 -0.075 0.004 0.108 0.004 0.124 0.005 0.307 0.005 0.183 0.004


2453241.34575 -0.197 0.005 0.064 0.004 0.125 0.004 0.261 0.005 0.322 0.005 0.061 0.004
2453241.34613 -0.190 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.34650 -0.181 0.005 99.999 9.999 0.225 0.004 99.999 9.999 0.406 0.005 99.999 9.999
2453241.34687 -0.191 0.004 -0.069 0.004 0.104 0.004 0.122 0.004 0.295 0.004 0.173 0.004


2453241.34762 99.999 9.999 -0.094 0.004 0.090 0.004 99.999 9.999 99.999 9.999 0.184 0.004
2453241.34799 -0.167 0.005 -0.080 0.004 99.999 9.999 0.087 0.005 99.999 9.999 99.999 9.999
2453241.34836 -0.183 0.005 -0.069 0.004 0.099 0.004 0.114 0.005 0.282 0.005 0.168 0.004
2453241.34873 99.999 9.999 -0.050 0.004 0.126 0.004 99.999 9.999 99.999 9.999 0.176 0.004
2453241.34911 -0.194 0.005 -0.009 0.004 99.999 9.999 0.185 0.005 99.999 9.999 99.999 9.999
2453241.34948 99.999 9.999 -0.075 0.004 0.101 0.004 99.999 9.999 99.999 9.999 0.176 0.004
2453241.34986 99.999 9.999 -0.087 0.004 0.091 0.004 99.999 9.999 99.999 9.999 0.178 0.004


2453241.35061 -0.179 0.005 99.999 9.999 0.220 0.004 99.999 9.999 0.399 0.005 99.999 9.999
2453241.35098 99.999 9.999 -0.028 0.004 0.149 0.004 99.999 9.999 99.999 9.999 0.177 0.004


2453241.35172 99.999 9.999 -0.070 0.004 0.099 0.004 99.999 9.999 99.999 9.999 0.169 0.004
2453241.35210 -0.199 0.005 -0.024 0.004 0.091 0.004 0.175 0.005 0.290 0.005 0.115 0.004
2453241.35247 -0.187 0.005 99.999 9.999 0.139 0.004 99.999 9.999 0.326 0.005 99.999 9.999
2453241.35284 99.999 9.999 -0.055 0.004 0.108 0.004 99.999 9.999 99.999 9.999 0.163 0.004
2453241.35321 -0.195 0.004 -0.092 0.004 0.089 0.004 0.103 0.004 0.284 0.004 0.181 0.004
2453241.35359 -0.171 0.005 99.999 9.999 0.158 0.004 99.999 9.999 0.329 0.005 99.999 9.999
2453241.35396 -0.165 0.005 -0.030 0.004 0.148 0.004 0.135 0.005 0.313 0.005 0.178 0.004




2453241.35509 -0.178 0.005 -0.088 0.004 0.096 0.004 0.090 0.005 0.274 0.005 0.184 0.004




2453241.35620 -0.159 0.005 -0.046 0.004 99.999 9.999 0.113 0.005 99.999 9.999 99.999 9.999
2453241.35658 -0.190 0.004 -0.106 0.004 0.082 0.004 0.084 0.004 0.272 0.004 0.188 0.004
2453241.35695 -0.169 0.005 99.999 9.999 0.165 0.004 99.999 9.999 0.334 0.005 99.999 9.999
2453241.35732 -0.197 0.005 -0.072 0.004 0.120 0.004 0.125 0.005 0.317 0.005 0.192 0.004


2453241.35807 99.999 9.999 -0.055 0.004 0.132 0.004 99.999 9.999 99.999 9.999 0.187 0.004
2453241.35844 -0.172 0.005 -0.059 0.004 99.999 9.999 0.113 0.005 99.999 9.999 99.999 9.999


2453241.35918 99.999 9.999 -0.071 0.004 0.107 0.004 99.999 9.999 99.999 9.999 0.178 0.004
2453241.35957 -0.217 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.35994 -0.172 0.005 99.999 9.999 0.203 0.004 99.999 9.999 0.375 0.005 99.999 9.999
2453241.36031 -0.191 0.005 0.027 0.004 0.148 0.004 0.218 0.005 0.339 0.005 0.121 0.004
2453241.36068 -0.198 0.005 -0.075 0.004 0.118 0.004 0.123 0.005 0.316 0.005 0.193 0.004


2453241.36143 -0.174 0.005 -0.021 0.004 99.999 9.999 0.153 0.005 99.999 9.999 99.999 9.999


2453241.36217 99.999 9.999 99.999 9.999 0.223 0.004 99.999 9.999 99.999 9.999 99.999 9.999
2453241.36255 -0.227 0.005 -0.002 0.004 0.181 0.004 0.225 0.005 0.408 0.005 0.183 0.004


2453241.36329 99.999 9.999 0.021 0.004 0.198 0.004 99.999 9.999 99.999 9.999 0.177 0.004


2453241.36405 -0.173 0.005 99.999 9.999 0.116 0.004 99.999 9.999 0.289 0.005 99.999 9.999
2453241.36442 -0.204 0.005 -0.066 0.004 0.105 0.004 0.138 0.005 0.309 0.005 0.171 0.004
2453241.36479 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.36516 -0.175 0.005 99.999 9.999 0.208 0.004 99.999 9.999 0.383 0.005 99.999 9.999
2453241.36554 -0.206 0.005 0.052 0.004 0.163 0.004 0.258 0.005 0.369 0.005 0.111 0.004


2453241.36628 99.999 9.999 0.033 0.004 0.193 0.004 99.999 9.999 99.999 9.999 0.160 0.004


2453241.36703 -0.200 0.005 0.062 0.004 0.207 0.004 0.262 0.005 0.407 0.005 0.145 0.004


2453241.36777 -0.192 0.005 99.999 9.999 0.234 0.004 99.999 9.999 0.426 0.005 99.999 9.999
2453241.36814 99.999 9.999 -0.068 0.004 0.130 0.004 99.999 9.999 99.999 9.999 0.198 0.004


2453241.36889 99.999 9.999 -0.089 0.004 0.086 0.004 99.999 9.999 99.999 9.999 0.175 0.004
2453241.36927 -0.228 0.005 0.021 0.004 0.147 0.004 0.249 0.005 0.375 0.005 0.126 0.004


2453241.37002 99.999 9.999 -0.074 0.004 0.110 0.004 99.999 9.999 99.999 9.999 0.184 0.004




2453241.37113 -0.226 0.005 0.020 0.004 0.201 0.004 0.246 0.005 0.427 0.005 0.181 0.004
2453241.37151 -0.179 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.37188 -0.203 0.005 99.999 9.999 0.244 0.004 99.999 9.999 0.447 0.005 99.999 9.999
2453241.37225 -0.213 0.005 0.061 0.004 0.157 0.004 0.274 0.005 0.370 0.005 0.096 0.004
2453241.37262 -0.187 0.005 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453241.37300 -0.183 0.005 -0.035 0.004 0.154 0.004 0.148 0.005 0.337 0.005 0.189 0.004


2453241.37374 -0.157 0.005 99.999 9.999 0.143 0.004 99.999 9.999 0.300 0.005 99.999 9.999
2453241.37411 -0.177 0.005 -0.070 0.004 0.112 0.004 0.107 0.005 0.289 0.005 0.182 0.004


2453241.37487 -0.193 0.005 99.999 9.999 0.202 0.004 99.999 9.999 0.395 0.005 99.999 9.999
2453241.37524 -0.230 0.005 0.026 0.004 0.202 0.004 0.256 0.005 0.432 0.005 0.176 0.004


2453241.37599 99.999 9.999 -0.041 0.004 0.152 0.004 99.999 9.999 99.999 9.999 0.193 0.004
2453241.37636 -0.193 0.005 -0.050 0.004 0.141 0.004 0.143 0.005 0.334 0.005 0.191 0.004
2453241.37673 -0.173 0.005 99.999 9.999 0.124 0.004 99.999 9.999 0.297 0.005 99.999 9.999
2453241.37710 99.999 9.999 -0.065 0.004 0.119 0.004 99.999 9.999 99.999 9.999 0.184 0.004


2453241.37785 -0.174 0.005 99.999 9.999 0.216 0.004 99.999 9.999 0.390 0.005 99.999 9.999
2453241.37822 -0.178 0.005 0.010 0.004 99.999 9.999 0.188 0.005 99.999 9.999 99.999 9.999


2453241.37898 99.999 9.999 -0.056 0.004 0.126 0.004 99.999 9.999 99.999 9.999 0.182 0.004
2453241.37935 -0.184 0.005 0.004 0.004 99.999 9.999 0.188 0.005 99.999 9.999 99.999 9.999


2453241.38009 -0.213 0.005 0.002 0.004 0.184 0.004 0.215 0.005 0.397 0.005 0.182 0.004


2453241.38084 -0.181 0.005 99.999 9.999 0.246 0.004 99.999 9.999 0.427 0.005 99.999 9.999


2453241.38159 -0.201 0.005 99.999 9.999 0.197 0.004 99.999 9.999 0.398 0.005 99.999 9.999
2453241.38196 -0.171 0.005 -0.065 0.004 0.125 0.004 0.106 0.005 0.296 0.005 0.190 0.004
2453241.38233 -0.157 0.005 0.032 0.004 99.999 9.999 0.189 0.005 99.999 9.999 99.999 9.999


2453241.38308 -0.168 0.005 0.019 0.004 0.198 0.004 0.187 0.005 0.366 0.005 0.179 0.004
2453241.38345 -0.167 0.005 -0.001 0.004 99.999 9.999 0.166 0.005 99.999 9.999 99.999 9.999
2453241.38383 99.999 9.999 0.026 0.004 0.206 0.004 99.999 9.999 99.999 9.999 0.180 0.004
