2453248.28135 -0.613 0.007 0.760019
2453248.28210 -0.631 0.007 0.761478
2453248.28247 -0.603 0.007 0.762198
2453248.28284 -0.612 0.007 0.762917
2453248.28322 -0.609 0.007 0.763656
2453248.28359 -0.611 0.007 0.764376
2453248.28396 -0.616 0.007 0.765095
2453248.28433 -0.631 0.007 0.765815
2453248.28471 -0.604 0.007 0.766554
2453248.28508 -0.628 0.007 0.767274
2453248.28545 -0.614 0.007 0.767993
2453248.28583 -0.617 0.007 0.768732
2453248.28621 -0.633 0.008 0.769471
2453248.28658 -0.640 0.007 0.770191
2453248.28695 -0.624 0.007 0.77091
2453248.28732 -0.598 0.007 0.77163
2453248.28807 -0.618 0.007 0.773088
2453248.28919 -0.602 0.007 0.775267
2453248.28956 -0.618 0.007 0.775986
2453248.28993 -0.596 0.007 0.776706
2453248.29030 -0.598 0.007 0.777425
2453248.29106 -0.581 0.007 0.778903
2453248.29143 -0.574 0.007 0.779623
2453248.29255 99.999 9.999 0.781801
2453248.29292 -0.600 0.007 0.782521
2453248.29329 -0.623 0.008 0.78324
2453248.29367 -0.612 0.007 0.783979
2453248.29441 99.999 9.999 0.785418
2453248.29478 -0.599 0.007 0.786138
2453248.29517 -0.597 0.007 0.786896
2453248.29554 -0.595 0.007 0.787616
2453248.29591 -0.626 0.007 0.788336
2453248.29628 -0.614 0.007 0.789055
2453248.29666 99.999 9.999 0.789794
2453248.29703 -0.609 0.007 0.790514
2453248.29741 -0.611 0.007 0.791253
2453248.29778 99.999 9.999 0.791972
2453248.29816 -0.628 0.008 0.792711
2453248.29853 -0.605 0.007 0.793431
2453248.29890 99.999 9.999 0.79415
2453248.29927 -0.618 0.008 0.79487
2453248.30002 99.999 9.999 0.796329
2453248.30040 -0.633 0.007 0.797068
2453248.30115 -0.596 0.007 0.798526
2453248.30189 -0.616 0.009 0.799965
2453248.30227 -0.611 0.009 0.800704
2453248.30301 99.999 9.999 0.802144
2453248.30338 -0.611 0.039 0.802863
2453248.30376 -0.478 0.060 0.803602
2453248.30450 99.999 9.999 0.805041
2453248.30675 -0.764 0.227 0.809417
2453248.30898 -0.279 0.236 0.813754
2453248.30935 99.999 9.999 0.814473
2453248.31197 -0.551 0.041 0.819569
2453248.31234 -0.532 0.114 0.820288
2453248.31608 -0.334 0.124 0.827562
2453248.31645 99.999 9.999 0.828281
2453248.31720 99.999 9.999 0.82974
2453248.31981 99.999 9.999 0.834816
2453248.32391 99.999 9.999 0.84279
2453248.32653 99.999 9.999 0.847885
2453248.32727 99.999 9.999 0.849324
2453248.32765 -0.453 0.191 0.850063
2453248.32802 99.999 9.999 0.850783
2453248.32876 -0.345 0.158 0.852222
2453248.32915 -0.227 0.230 0.85298
2453248.33101 -0.552 0.050 0.856598
2453248.33250 -0.561 0.025 0.859495
2453248.33287 -0.478 0.014 0.860215
2453248.33324 99.999 9.999 0.860934
2453248.33437 -0.599 0.009 0.863132
2453248.33474 -0.560 0.023 0.863852
2453248.33512 99.999 9.999 0.864591
2453248.33549 -0.548 0.007 0.86531
2453248.33586 -0.478 0.011 0.86603
2453248.33623 99.999 9.999 0.866749
2453248.33772 -0.538 0.123 0.869647
2453248.33810 -1.454 0.902 0.870386
2453248.33960 -0.348 0.119 0.873303
