2453235.35409 -0.345 0.006 0.619263
2453235.35446 -0.361 0.006 0.619982
2453235.35483 -0.318 0.006 0.620702
2453235.35520 -0.390 0.006 0.621421
2453235.35559 -0.387 0.006 0.62218
2453235.35596 -0.315 0.006 0.622899
2453235.35633 -0.349 0.006 0.623619
2453235.35670 -0.333 0.006 0.624339
2453235.35708 -0.316 0.006 0.625078
2453235.35745 -0.374 0.006 0.625797
2453235.35782 -0.384 0.006 0.626517
2453235.35819 -0.366 0.006 0.627236
2453235.35857 -0.310 0.006 0.627975
2453235.35894 -0.325 0.006 0.628695
2453235.35931 -0.366 0.006 0.629414
2453235.35968 -0.349 0.006 0.630134
2453235.36007 -0.374 0.006 0.630892
2453235.36044 -0.382 0.006 0.631612
2453235.36081 -0.367 0.006 0.632332
2453235.36118 -0.326 0.006 0.633051
2453235.36156 -0.334 0.006 0.63379
2453235.36193 -0.381 0.006 0.63451
2453235.36230 -0.361 0.006 0.635229
2453235.36268 -0.418 0.006 0.635968
2453235.36305 -0.337 0.006 0.636688
2453235.36342 -0.380 0.006 0.637407
2453235.36379 -0.359 0.006 0.638127
2453235.36417 99.999 9.999 0.638866
2453235.36454 -0.379 0.006 0.639586
2453235.36491 -0.321 0.006 0.640305
2453235.36567 -0.321 0.006 0.641783
2453235.36604 -0.285 0.006 0.642503
2453235.36641 -0.374 0.006 0.643222
2453235.36678 -0.306 0.006 0.643942
2453235.36716 -0.290 0.006 0.644681
2453235.36790 -0.307 0.006 0.64612
2453235.36827 -0.300 0.006 0.64684
2453235.36902 99.999 9.999 0.648298
2453235.36939 -0.370 0.006 0.649018
2453235.36976 -0.291 0.006 0.649737
2453235.37015 99.999 9.999 0.650496
2453235.37089 -0.303 0.006 0.651935
2453235.37126 -0.334 0.006 0.652655
2453235.37201 -0.381 0.006 0.654113
2453235.37238 -0.298 0.006 0.654833
2453235.37313 -0.360 0.006 0.656291
2453235.37387 -0.297 0.006 0.657731
2453235.37424 -0.278 0.006 0.65845
2453235.37500 -0.310 0.006 0.659928
2453235.37537 -0.297 0.006 0.660648
2453235.37612 -0.350 0.006 0.662106
2453235.37649 -0.371 0.006 0.662826
2453235.37686 -0.328 0.006 0.663545
2453235.37723 99.999 9.999 0.664265
2453235.37835 -0.388 0.006 0.666443
2453235.37910 99.999 9.999 0.667902
2453235.37947 -0.374 0.006 0.668621
2453235.37985 -0.351 0.006 0.66936
2453235.38022 -0.326 0.006 0.67008
2453235.38060 -0.354 0.006 0.670819
2453235.38097 -0.349 0.006 0.671538
