JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V


2453253.28543 -0.199 0.007 0.068 0.006 0.232 0.006 0.267 0.006 0.431 0.006 0.164 0.006
2453253.28582 -0.152 0.007 0.033 0.007 0.218 0.006 0.185 0.007 0.370 0.006 0.185 0.006


2453253.28662 -0.141 0.007 0.020 0.007 0.210 0.006 0.161 0.007 0.351 0.006 0.190 0.006
2453253.28703 -0.157 0.007 0.010 0.007 0.191 0.006 0.167 0.007 0.348 0.006 0.181 0.006
2453253.28742 99.999 9.999 0.077 0.007 0.274 0.006 99.999 9.999 99.999 9.999 0.197 0.006
2453253.28782 -0.123 0.007 0.095 0.007 0.313 0.006 0.218 0.007 0.436 0.006 0.218 0.006
2453253.29406 -0.149 0.007 0.079 0.006 0.204 0.006 0.228 0.006 0.353 0.006 0.125 0.006
2453253.29443 -0.133 0.007 0.028 0.007 0.226 0.006 0.161 0.007 0.359 0.006 0.198 0.006
2453253.29480 -0.150 0.007 0.044 0.007 0.259 0.006 0.194 0.007 0.409 0.006 0.215 0.006
2453253.29519 -0.181 0.007 0.029 0.007 0.195 0.006 0.210 0.007 0.376 0.006 0.166 0.006
2453253.29560 -0.159 0.007 0.067 0.007 0.225 0.006 0.226 0.007 0.384 0.006 0.158 0.006
2453253.29597 -0.169 0.007 0.071 0.007 0.233 0.006 0.240 0.007 0.402 0.006 0.162 0.006
2453253.29637 -0.118 0.007 0.016 0.007 0.242 0.006 0.134 0.007 0.360 0.006 0.226 0.006
2453253.29675 -0.141 0.007 0.023 0.007 0.234 0.006 0.164 0.007 0.375 0.006 0.211 0.006
2453253.29712 -0.158 0.007 0.091 0.006 0.259 0.006 0.249 0.006 0.417 0.006 0.168 0.006
2453253.29750 -0.159 0.007 0.022 0.007 0.185 0.006 0.181 0.007 0.344 0.006 0.163 0.006
2453253.29792 -0.180 0.007 0.061 0.007 0.230 0.006 0.241 0.007 0.410 0.006 0.169 0.006
2453253.29833 -0.165 0.007 0.059 0.007 0.220 0.006 0.224 0.007 0.385 0.006 0.161 0.006
2453253.29904 -0.151 0.007 0.017 0.007 0.232 0.006 0.168 0.007 0.383 0.006 0.215 0.006
2453253.29928 -0.178 0.007 0.053 0.007 0.269 0.006 0.231 0.007 0.447 0.006 0.216 0.006
2453253.29965 -0.159 0.007 0.032 0.007 0.197 0.006 0.191 0.007 0.356 0.006 0.165 0.006
2453253.30002 -0.172 0.007 0.031 0.007 0.207 0.006 0.203 0.007 0.379 0.006 0.176 0.006
2453253.30041 -0.160 0.007 0.037 0.007 0.181 0.006 0.197 0.007 0.341 0.006 0.144 0.006
