JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453267.24731 0.239 0.008 0.402 0.008 0.587 0.007 0.163 0.007 0.348 0.006 0.185 0.006
2453267.24770 99.999 9.999 0.381 0.008 0.571 0.007 99.999 9.999 99.999 9.999 0.190 0.006


2453267.24845 99.999 9.999 0.445 0.008 0.622 0.007 99.999 9.999 99.999 9.999 0.177 0.006




2453267.24957 0.249 0.008 0.430 0.008 0.595 0.007 0.181 0.007 0.346 0.006 0.165 0.006
2453267.24994 0.223 0.008 0.449 0.008 99.999 9.999 0.226 0.007 99.999 9.999 99.999 9.999


2453267.25069 99.999 9.999 0.370 0.008 0.576 0.007 99.999 9.999 99.999 9.999 0.206 0.006
2453267.25106 0.203 0.008 0.358 0.008 0.584 0.007 0.155 0.007 0.381 0.006 0.226 0.006
2453267.25144 0.253 0.008 99.999 9.999 0.597 0.007 99.999 9.999 0.344 0.006 99.999 9.999
2453267.25182 0.246 0.008 0.444 0.008 0.605 0.007 0.198 0.007 0.359 0.006 0.161 0.006
2453267.25219 99.999 9.999 0.438 0.008 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453267.25256 0.252 0.008 99.999 9.999 0.597 0.007 99.999 9.999 0.345 0.006 99.999 9.999


2453267.25331 99.999 9.999 0.375 0.008 0.603 0.007 99.999 9.999 99.999 9.999 0.228 0.006
2453267.25368 0.242 0.008 0.379 0.008 0.589 0.007 0.137 0.007 0.347 0.006 0.210 0.006
2453267.25406 0.185 0.008 0.393 0.008 0.593 0.007 0.208 0.007 0.408 0.006 0.200 0.006
2453267.25443 0.191 0.008 0.416 0.008 0.626 0.007 0.225 0.007 0.435 0.006 0.210 0.006
2453267.25480 0.227 0.008 0.382 0.008 0.596 0.007 0.155 0.007 0.369 0.006 0.214 0.006


2453267.25556 0.231 0.008 0.396 0.008 0.613 0.007 0.165 0.007 0.382 0.006 0.217 0.006
2453267.25593 0.226 0.008 0.424 0.008 0.583 0.007 0.198 0.007 0.357 0.006 0.159 0.006
2453267.25630 0.221 0.008 0.415 0.008 0.590 0.007 0.194 0.007 0.369 0.006 0.175 0.006
2453267.25668 0.261 0.008 0.454 0.008 0.608 0.007 0.193 0.007 0.347 0.006 0.154 0.006
2453267.25705 0.221 0.008 0.459 0.008 0.610 0.007 0.238 0.007 0.389 0.006 0.151 0.006
2453267.25742 0.234 0.008 0.432 0.008 0.584 0.007 0.198 0.007 0.350 0.006 0.152 0.006
2453267.25780 0.237 0.008 0.456 0.007 0.616 0.007 0.219 0.006 0.379 0.006 0.160 0.006


2453267.25854 0.242 0.008 0.440 0.008 0.604 0.007 0.198 0.007 0.362 0.006 0.164 0.006
2453267.25891 0.253 0.008 0.439 0.008 0.601 0.007 0.186 0.007 0.348 0.006 0.162 0.006


2453267.25966 0.205 0.008 0.458 0.007 0.606 0.007 0.253 0.006 0.401 0.006 0.148 0.006
2453267.26003 99.999 9.999 0.378 0.008 0.615 0.007 99.999 9.999 99.999 9.999 0.237 0.006


2453267.26079 0.225 0.008 0.417 0.008 0.593 0.007 0.192 0.007 0.368 0.006 0.176 0.006


2453267.26154 0.223 0.008 0.402 0.008 0.591 0.007 0.179 0.007 0.368 0.006 0.189 0.006
2453267.26191 0.211 0.008 0.427 0.007 0.619 0.007 0.216 0.006 0.408 0.006 0.192 0.006
2453267.26228 0.227 0.008 0.449 0.007 99.999 9.999 0.222 0.006 99.999 9.999 99.999 9.999


2453267.26303 0.207 0.008 0.421 0.007 0.602 0.007 0.214 0.006 0.395 0.006 0.181 0.006


2453267.26377 0.258 0.008 0.415 0.008 0.604 0.007 0.157 0.007 0.346 0.006 0.189 0.006
2453267.26416 0.243 0.008 0.443 0.008 0.615 0.007 0.200 0.007 0.372 0.006 0.172 0.006
2453267.26453 0.217 0.008 0.426 0.008 0.621 0.007 0.209 0.007 0.404 0.006 0.195 0.006


2453267.26528 99.999 9.999 0.415 0.008 0.609 0.007 99.999 9.999 99.999 9.999 0.194 0.006
2453267.26565 0.228 0.008 0.411 0.008 0.619 0.007 0.183 0.007 0.391 0.006 0.208 0.006
2453267.26602 0.209 0.008 0.386 0.008 0.590 0.007 0.177 0.007 0.381 0.006 0.204 0.006
2453267.26640 0.210 0.008 0.413 0.008 0.617 0.007 0.203 0.007 0.407 0.006 0.204 0.006
2453267.26677 0.220 0.008 0.451 0.007 0.614 0.007 0.231 0.006 0.394 0.006 0.163 0.006
2453267.26714 0.211 0.008 0.427 0.007 0.597 0.007 0.216 0.006 0.386 0.006 0.170 0.006
2453267.26752 99.999 9.999 0.425 0.007 0.606 0.007 99.999 9.999 99.999 9.999 0.181 0.006
2453267.26789 0.214 0.008 0.428 0.008 0.599 0.007 0.214 0.007 0.385 0.006 0.171 0.006
2453267.26826 0.246 0.008 0.452 0.007 0.614 0.007 0.206 0.006 0.368 0.006 0.162 0.006
2453267.26863 0.191 0.008 0.434 0.007 0.601 0.007 0.243 0.006 0.410 0.006 0.167 0.006
2453267.26902 0.223 0.008 0.465 0.007 0.622 0.007 0.242 0.006 0.399 0.006 0.157 0.006
2453267.26939 0.230 0.008 0.438 0.007 0.600 0.007 0.208 0.006 0.370 0.006 0.162 0.006
2453267.26976 0.233 0.008 0.404 0.008 0.635 0.007 0.171 0.007 0.402 0.006 0.231 0.006


2453267.27051 0.236 0.008 0.428 0.007 0.627 0.007 0.192 0.006 0.391 0.006 0.199 0.006
2453267.27088 0.230 0.008 0.416 0.008 0.622 0.007 0.186 0.007 0.392 0.006 0.206 0.006
2453267.27126 0.224 0.008 0.425 0.008 0.591 0.007 0.201 0.007 0.367 0.006 0.166 0.006
2453267.27163 0.231 0.008 0.409 0.008 0.604 0.007 0.178 0.007 0.373 0.006 0.195 0.006
2453267.27200 0.223 0.008 0.411 0.008 0.600 0.007 0.188 0.007 0.377 0.006 0.189 0.006
2453267.27238 0.217 0.008 0.422 0.008 0.611 0.007 0.205 0.007 0.394 0.006 0.189 0.006
2453267.27275 0.233 0.008 0.437 0.008 0.619 0.007 0.204 0.007 0.386 0.006 0.182 0.006
2453267.27313 0.243 0.008 0.421 0.008 0.610 0.007 0.178 0.007 0.367 0.006 0.189 0.006
2453267.27350 0.216 0.008 0.411 0.007 0.608 0.007 0.195 0.006 0.392 0.006 0.197 0.006
2453267.27388 0.223 0.008 99.999 9.999 0.593 0.007 99.999 9.999 0.370 0.006 99.999 9.999
2453267.27425 0.248 0.008 0.445 0.007 0.608 0.007 0.197 0.006 0.360 0.006 0.163 0.006
2453267.27462 0.213 0.008 0.427 0.007 0.591 0.007 0.214 0.006 0.378 0.006 0.164 0.006
2453267.27500 0.224 0.008 0.427 0.007 0.621 0.007 0.203 0.006 0.397 0.006 0.194 0.006
2453267.27537 0.230 0.008 0.440 0.007 0.613 0.007 0.210 0.006 0.383 0.006 0.173 0.006
2453267.27574 0.239 0.008 0.421 0.007 0.604 0.007 0.182 0.006 0.365 0.006 0.183 0.006
2453267.27612 0.242 0.008 0.416 0.007 0.583 0.007 0.174 0.006 0.341 0.006 0.167 0.006
2453267.27649 99.999 9.999 0.463 0.007 0.596 0.007 99.999 9.999 99.999 9.999 0.133 0.006
2453267.27686 0.238 0.008 0.431 0.007 0.580 0.007 0.193 0.006 0.342 0.006 0.149 0.006
2453267.27725 0.226 0.008 0.448 0.007 0.623 0.007 0.222 0.006 0.397 0.006 0.175 0.006


2453267.27799 0.229 0.008 0.406 0.007 0.610 0.007 0.177 0.006 0.381 0.006 0.204 0.006
2453267.27836 0.242 0.008 0.459 0.007 0.612 0.007 0.217 0.006 0.370 0.006 0.153 0.006
2453267.27874 0.236 0.008 0.408 0.008 0.578 0.007 0.172 0.007 0.342 0.006 0.170 0.006
2453267.27911 0.234 0.008 0.444 0.007 0.633 0.007 0.210 0.006 0.399 0.006 0.189 0.006
2453267.27948 0.227 0.008 0.446 0.007 0.604 0.007 0.219 0.006 0.377 0.006 0.158 0.006
2453267.27986 0.213 0.008 0.437 0.007 0.614 0.007 0.224 0.006 0.401 0.006 0.177 0.006
2453267.28023 0.262 0.008 99.999 9.999 0.617 0.007 99.999 9.999 0.355 0.006 99.999 9.999
2453267.28060 0.218 0.008 0.416 0.007 0.614 0.007 0.198 0.006 0.396 0.006 0.198 0.006
2453267.28098 0.209 0.008 0.415 0.007 0.605 0.007 0.206 0.006 0.396 0.006 0.190 0.006


2453267.28172 0.210 0.008 0.417 0.007 0.614 0.007 0.207 0.006 0.404 0.006 0.197 0.006
2453267.28211 0.225 0.008 0.428 0.007 0.614 0.007 0.203 0.006 0.389 0.006 0.186 0.006
