JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453246.27345 99.999 9.999 0.002 0.008 0.195 0.008 99.999 9.999 99.999 9.999 0.193 0.008
2453246.27382 -0.170 0.009 0.035 0.008 0.253 0.008 0.205 0.009 0.423 0.009 0.218 0.008
2453246.27419 -0.207 0.009 0.043 0.008 99.999 9.999 0.250 0.009 99.999 9.999 99.999 9.999
2453246.27456 99.999 9.999 -0.064 0.008 0.120 0.008 99.999 9.999 99.999 9.999 0.184 0.008
2453246.27494 -0.202 0.009 -0.001 0.008 0.170 0.008 0.201 0.009 0.372 0.009 0.171 0.008
2453246.27531 -0.207 0.009 -0.063 0.008 99.999 9.999 0.144 0.009 99.999 9.999 99.999 9.999
2453246.27568 -0.195 0.009 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453246.27605 -0.218 0.009 99.999 9.999 0.215 0.008 99.999 9.999 0.433 0.009 99.999 9.999
2453246.27644 -0.245 0.009 -0.011 0.008 0.147 0.008 0.234 0.009 0.392 0.009 0.158 0.008


2453246.27718 -0.234 0.009 99.999 9.999 0.179 0.008 99.999 9.999 0.413 0.009 99.999 9.999
2453246.27755 -0.210 0.009 0.013 0.008 0.204 0.008 0.223 0.009 0.414 0.009 0.191 0.008


2453246.27830 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453246.27867 -0.163 0.008 0.017 0.008 0.200 0.008 0.180 0.008 0.363 0.008 0.183 0.008
2453246.27905 -0.221 0.008 -0.065 0.008 0.106 0.007 0.156 0.008 0.327 0.008 0.171 0.008
2453246.27942 -0.199 0.008 99.999 9.999 0.142 0.007 99.999 9.999 0.341 0.008 99.999 9.999
2453246.27979 -0.212 0.008 -0.015 0.008 0.162 0.007 0.197 0.008 0.374 0.008 0.177 0.008


2453246.28054 -0.179 0.008 99.999 9.999 0.163 0.007 99.999 9.999 0.342 0.008 99.999 9.999
2453246.28091 -0.170 0.008 -0.045 0.007 0.138 0.007 0.125 0.008 0.308 0.008 0.183 0.007
2453246.28128 -0.174 0.008 -0.055 0.007 99.999 9.999 0.119 0.008 99.999 9.999 99.999 9.999


