2453247.27719 -0.561 0.012 0.807143
2453247.27793 -0.500 0.011 0.808582
2453247.27830 -0.538 0.010 0.809302
2453247.27868 -0.559 0.011 0.810041
2453247.27905 -0.540 0.011 0.81076
2453247.27942 -0.555 0.011 0.81148
2453247.28017 -0.544 0.011 0.812938
2453247.28054 -0.503 0.009 0.813658
2453247.28091 -0.547 0.009 0.814378
2453247.28128 -0.536 0.010 0.815097
2453247.28167 -0.525 0.009 0.815856
2453247.28204 -0.508 0.010 0.816575
2453247.28241 -0.496 0.010 0.817295
2453247.28278 -0.520 0.011 0.818014
2453247.28316 -0.539 0.010 0.818753
2453247.28390 -0.537 0.009 0.820192
2453247.28465 -0.512 0.011 0.821651
2453247.28502 -0.512 0.012 0.822371
2453247.28539 -0.511 0.012 0.82309
2453247.28652 -0.541 0.011 0.825288
2453247.28689 -0.508 0.011 0.826007
2453247.28726 99.999 9.999 0.826727
2453247.28764 -0.494 0.012 0.827466
2453247.28801 -0.505 0.014 0.828186
2453247.28875 -0.518 0.016 0.829625
2453247.28913 -0.534 0.016 0.830364
2453247.28950 99.999 9.999 0.831083
2453247.28987 -0.496 0.014 0.831803
2453247.29024 -0.533 0.014 0.832522
2453247.29062 99.999 9.999 0.833261
2453247.29100 -0.531 0.012 0.834
2453247.29137 -0.512 0.011 0.83472
2453247.29212 -0.469 0.011 0.836179
2453247.29286 -0.503 0.014 0.837618
2453247.29398 99.999 9.999 0.839796
2453247.29472 99.999 9.999 0.841235
2453247.29510 99.999 9.999 0.841974
2453247.29584 -0.473 0.011 0.843413
2453247.29621 -0.484 0.011 0.844133
2453247.29660 -0.475 0.011 0.844891
2453247.29734 99.999 9.999 0.84633
2453247.29771 -0.499 0.010 0.84705
2453247.29847 -0.516 0.010 0.848528
2453247.29884 -0.512 0.011 0.849248
2453247.29959 -0.513 0.010 0.850706
2453247.29996 -0.506 0.009 0.851426
2453247.30033 -0.474 0.009 0.852145
2453247.30070 -0.490 0.009 0.852865
2453247.30146 -0.503 0.009 0.854343
2453247.30183 99.999 9.999 0.855062
2453247.30295 -0.511 0.009 0.857241
2453247.30332 -0.494 0.009 0.85796
2453247.30369 -0.526 0.009 0.85868
2453247.30407 -0.498 0.009 0.859419
2453247.30444 -0.494 0.009 0.860138
2453247.30518 -0.490 0.008 0.861578
2453247.30557 -0.472 0.009 0.862336
2453247.30594 -0.471 0.008 0.863056
2453247.30631 -0.503 0.007 0.863775
2453247.30706 99.999 9.999 0.865234
2453247.30743 -0.485 0.007 0.865953
2453247.30780 99.999 9.999 0.866673
2453247.30817 -0.489 0.008 0.867392
2453247.30855 -0.483 0.009 0.868131
2453247.30929 -0.526 0.008 0.869571
2453247.31004 -0.475 0.009 0.871029
2453247.31041 -0.523 0.008 0.871749
2453247.31116 -0.504 0.008 0.873207
2453247.31191 -0.513 0.007 0.874666
2453247.31228 -0.488 0.007 0.875385
2453247.31265 -0.484 0.007 0.876105
2453247.31303 -0.515 0.007 0.876844
2453247.31340 -0.488 0.007 0.877564
2453247.31414 99.999 9.999 0.879003
2453247.31452 -0.496 0.007 0.879742
2453247.31526 -0.527 0.007 0.881181
2453247.31563 -0.483 0.007 0.881901
2453247.31713 -0.495 0.007 0.884818
2453247.31751 -0.520 0.007 0.885557
2453247.31825 -0.500 0.007 0.886996
2453247.31937 -0.492 0.007 0.889174
2453247.31974 -0.493 0.007 0.889894
2453247.32050 -0.497 0.007 0.891372
2453247.32087 -0.521 0.007 0.892091
2453247.32161 99.999 9.999 0.89353
2453247.32199 -0.511 0.007 0.894269
2453247.32273 99.999 9.999 0.895709
2453247.32348 -0.486 0.007 0.897167
2453247.32497 -0.477 0.007 0.900065
2453247.32535 -0.483 0.007 0.900804
2453247.32572 -0.494 0.007 0.901523
2453247.32609 -0.538 0.007 0.902243
2453247.32684 99.999 9.999 0.903702
2453247.32721 -0.499 0.007 0.904421
2453247.32796 -0.488 0.007 0.90588
2453247.32833 -0.505 0.007 0.906599
2453247.32907 -0.500 0.007 0.908038
2453247.33019 -0.496 0.007 0.910217
2453247.33095 -0.495 0.007 0.911695
2453247.33132 -0.489 0.007 0.912414
2453247.33169 -0.492 0.007 0.913134
2453247.33244 -0.483 0.007 0.914592
2453247.33318 -0.486 0.007 0.916032
2453247.33393 -0.507 0.007 0.91749
2453247.33430 99.999 9.999 0.91821
2453247.33467 -0.491 0.008 0.918929
2453247.33504 -0.489 0.007 0.919649
2453247.33543 -0.489 0.007 0.920407
2453247.33617 99.999 9.999 0.921846
2453247.33729 99.999 9.999 0.924025
2453247.33803 -0.460 0.007 0.925464
2453247.33841 -0.444 0.007 0.926203
2453247.33878 -0.503 0.008 0.926922
2453247.33915 99.999 9.999 0.927642
2453247.33952 -0.515 0.007 0.928361
2453247.34065 -0.499 0.007 0.930559
2453247.34140 -0.479 0.008 0.932018
2453247.34251 -0.475 0.008 0.934176
2453247.34289 -0.487 0.008 0.934915
2453247.34326 99.999 9.999 0.935635
2453247.34363 -0.493 0.008 0.936355
2453247.34400 -0.472 0.008 0.937074
2453247.34550 99.999 9.999 0.939991
2453247.34588 -0.478 0.007 0.94073
2453247.34662 -0.479 0.007 0.942169
2453247.34737 99.999 9.999 0.943628
2453247.34774 -0.482 0.007 0.944348
2453247.34848 -0.445 0.008 0.945787
2453247.34886 -0.467 0.008 0.946526
2453247.34960 99.999 9.999 0.947965
2453247.34997 -0.509 0.007 0.948684
2453247.35036 -0.490 0.008 0.949443
2453247.35073 -0.481 0.008 0.950163
2453247.35110 -0.495 0.008 0.950882
2453247.35185 -0.481 0.007 0.952341
2453247.35222 -0.465 0.008 0.95306
2453247.35259 -0.485 0.007 0.95378
2453247.35296 -0.481 0.007 0.954499
2453247.35334 -0.466 0.007 0.955238
2453247.35371 -0.504 0.008 0.955958
2453247.35408 -0.483 0.008 0.956678
2453247.35445 -0.508 0.008 0.957397
2453247.35521 -0.455 0.007 0.958875
2453247.35558 -0.461 0.008 0.959595
2453247.35595 -0.501 0.007 0.960314
2453247.35707 -0.482 0.007 0.962492
2453247.35744 -0.478 0.007 0.963212
2453247.35782 99.999 9.999 0.963951
2453247.35819 -0.514 0.007 0.964671
2453247.35856 -0.508 0.007 0.96539
2453247.35893 -0.504 0.007 0.96611
2453247.36043 -0.466 0.007 0.969027
2453247.36081 99.999 9.999 0.969766
2453247.36118 -0.510 0.007 0.970486
2453247.36155 -0.463 0.007 0.971205
2453247.36230 -0.470 0.008 0.972664
2453247.36267 -0.494 0.008 0.973383
2453247.36304 -0.510 0.007 0.974103
2453247.36416 -0.472 0.007 0.976281
2453247.36454 -0.473 0.007 0.97702
2453247.36491 -0.475 0.007 0.97774
2453247.36529 -0.459 0.007 0.978479
2453247.36603 -0.498 0.007 0.979918
2453247.36640 -0.496 0.007 0.980637
2453247.36678 -0.501 0.007 0.981376
2453247.36715 -0.506 0.008 0.982096
2453247.36752 -0.488 0.007 0.982815
2453247.36827 -0.518 0.007 0.984274
2453247.36901 -0.515 0.008 0.985713
2453247.36938 -0.522 0.008 0.986433
2453247.37014 -0.505 0.007 0.987911
2453247.37051 -0.503 0.008 0.98863
2453247.37126 -0.545 0.009 0.990089
2453247.37200 -0.488 0.011 0.991528
2453247.37237 -0.509 0.012 0.992248
2453247.37312 99.999 9.999 0.993706
2453247.37349 -0.480 0.016 0.994426
2453247.37386 -0.495 0.018 0.995145
2453247.37425 -0.478 0.016 0.995904
2453247.37462 -0.532 0.013 0.996623
2453247.37499 99.999 9.999 0.997343
2453247.37536 -0.511 0.011 0.998063
2453247.37574 -0.501 0.010 0.998802
2453247.37611 99.999 9.999 0.999521
2453247.37723 -0.506 0.008 0.00169935
2453247.37760 -0.524 0.009 0.00241892
2453247.37797 99.999 9.999 0.0031385
2453247.37834 -0.509 0.007 0.00385807
2453247.37910 99.999 9.999 0.0053361
2453247.37947 99.999 9.999 0.00605568
2453247.38022 99.999 9.999 0.00751427
2453247.38059 -0.533 0.007 0.00823384
2453247.38096 -0.504 0.008 0.00895341
2453247.38133 99.999 9.999 0.00967298
2453247.38245 -0.510 0.007 0.0118511
2453247.38282 -0.531 0.007 0.0125707
2453247.38357 -0.513 0.007 0.0140293
2453247.38432 99.999 9.999 0.0154879
2453247.38507 -0.523 0.007 0.0169465
2453247.38544 -0.523 0.007 0.017666
2453247.38656 99.999 9.999 0.0198442
2453247.38768 -0.520 0.007 0.0220224
2453247.38805 -0.518 0.007 0.0227419
2453247.38955 99.999 9.999 0.0256591
2453247.38992 -0.550 0.007 0.0263787
2453247.39067 99.999 9.999 0.0278373
2453247.39104 -0.552 0.007 0.0285569
2453247.39141 -0.548 0.007 0.0292764
2453247.39178 99.999 9.999 0.029996
2453247.39253 99.999 9.999 0.0314546
2453247.39290 -0.568 0.007 0.0321742
2453247.39327 -0.554 0.007 0.0328937
2453247.39366 99.999 9.999 0.0336522
2453247.39403 -0.580 0.007 0.0343718
2453247.39477 99.999 9.999 0.0358109
2453247.39515 -0.543 0.007 0.0365499
2453247.39552 -0.541 0.007 0.0372695
2453247.39664 -0.553 0.007 0.0394477
2453247.39701 99.999 9.999 0.0401672
2453247.39738 -0.584 0.007 0.0408868
