JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453285.21314 1.667 0.025 1.854 0.025 2.059 0.025 0.187 0.009 0.392 0.009 0.205 0.008
2453285.21351 1.669 0.026 1.863 0.026 2.043 0.025 0.194 0.009 0.374 0.009 0.180 0.008
2453285.21389 99.999 9.999 1.854 0.024 2.043 0.024 99.999 9.999 99.999 9.999 0.189 0.008
2453285.21426 1.688 0.023 1.878 0.023 2.054 0.023 0.190 0.008 0.366 0.008 0.176 0.008
2453285.21463 1.715 0.023 1.895 0.023 2.083 0.023 0.180 0.008 0.368 0.008 0.188 0.007
2453285.21500 1.680 0.022 1.880 0.022 2.062 0.022 0.200 0.008 0.382 0.008 0.182 0.007
2453285.21538 1.702 0.023 1.867 0.023 2.071 0.023 0.165 0.008 0.369 0.008 0.204 0.007
2453285.21575 1.666 0.021 1.860 0.021 2.069 0.021 0.194 0.008 0.403 0.008 0.209 0.007
2453285.21613 1.652 0.021 1.827 0.021 2.041 0.021 0.175 0.008 0.389 0.008 0.214 0.007
2453285.21650 1.667 0.020 1.876 0.020 2.060 0.020 0.209 0.008 0.393 0.008 0.184 0.007




2453285.21763 1.666 0.019 1.849 0.019 2.039 0.019 0.183 0.008 0.373 0.008 0.190 0.007


2453285.21837 1.664 0.019 1.868 0.019 2.045 0.018 0.204 0.008 0.381 0.007 0.177 0.006
2453285.21875 1.684 0.019 1.905 0.019 2.063 0.018 0.221 0.008 0.379 0.007 0.158 0.006


2453285.21949 1.626 0.018 1.821 0.018 2.010 0.017 0.195 0.008 0.384 0.007 0.189 0.006
2453285.21987 1.690 0.018 1.867 0.018 2.078 0.017 0.177 0.007 0.388 0.006 0.211 0.006
2453285.22024 1.699 0.018 1.903 0.018 2.082 0.017 0.204 0.007 0.383 0.006 0.179 0.006


2453285.22100 1.722 0.018 1.890 0.018 2.075 0.017 0.168 0.007 0.353 0.006 0.185 0.006
2453285.22137 1.739 0.017 1.894 0.017 2.118 0.016 0.155 0.007 0.379 0.006 0.224 0.006
2453285.22174 1.659 0.017 1.870 0.017 2.031 0.016 0.211 0.007 0.372 0.006 0.161 0.006


2453285.22249 1.682 0.017 1.880 0.017 2.052 0.016 0.198 0.007 0.370 0.006 0.172 0.006
2453285.22286 1.710 0.017 1.900 0.017 2.089 0.016 0.190 0.007 0.379 0.006 0.189 0.006
2453285.22323 99.999 9.999 1.907 0.017 2.112 0.016 99.999 9.999 99.999 9.999 0.205 0.006
2453285.22361 1.687 0.017 1.873 0.017 2.065 0.016 0.186 0.007 0.378 0.006 0.192 0.006


2453285.22435 1.722 0.016 1.912 0.016 2.072 0.016 0.190 0.007 0.350 0.006 0.160 0.006
2453285.22473 1.701 0.016 1.886 0.016 2.080 0.016 0.185 0.007 0.379 0.006 0.194 0.006


2453285.22586 1.679 0.016 1.908 0.016 2.051 0.016 0.229 0.007 0.372 0.006 0.143 0.006
2453285.22623 99.999 9.999 1.919 0.016 2.149 0.016 99.999 9.999 99.999 9.999 0.230 0.006


2453285.22698 1.735 0.016 1.880 0.016 2.105 0.016 0.145 0.007 0.370 0.006 0.225 0.006


2453285.22772 1.692 0.016 1.893 0.016 2.059 0.016 0.201 0.007 0.367 0.006 0.166 0.006
2453285.22810 1.668 0.016 1.897 0.016 2.043 0.016 0.229 0.007 0.375 0.006 0.146 0.006


2453285.22884 1.691 0.016 1.907 0.016 2.069 0.016 0.216 0.007 0.378 0.006 0.162 0.006
2453285.22921 1.711 0.016 99.999 9.999 2.073 0.016 99.999 9.999 0.362 0.006 99.999 9.999




2453285.23034 99.999 9.999 99.999 9.999 2.113 0.016 99.999 9.999 99.999 9.999 99.999 9.999
2453285.23072 1.740 0.015 1.905 0.015 2.111 0.015 0.165 0.007 0.371 0.006 0.206 0.006
2453285.23109 1.712 0.015 1.940 0.015 2.103 0.015 0.228 0.006 0.391 0.006 0.163 0.006


2453285.23184 1.711 0.016 1.936 0.016 2.085 0.016 0.225 0.006 0.374 0.006 0.149 0.006
2453285.23221 99.999 9.999 1.866 0.015 2.084 0.015 99.999 9.999 99.999 9.999 0.218 0.006


2453285.23296 1.753 0.016 1.892 0.016 2.130 0.016 0.139 0.007 0.377 0.006 0.238 0.006


2453285.23370 1.735 0.016 1.934 0.016 2.102 0.016 0.199 0.006 0.367 0.006 0.168 0.006
2453285.23409 1.733 0.015 1.922 0.015 2.097 0.015 0.189 0.006 0.364 0.006 0.175 0.006




2453285.23521 1.736 0.015 1.935 0.015 2.101 0.015 0.199 0.006 0.365 0.006 0.166 0.006




2453285.23633 1.724 0.016 1.931 0.016 2.109 0.016 0.207 0.007 0.385 0.006 0.178 0.006
2453285.23670 1.738 0.015 1.940 0.015 2.096 0.015 0.202 0.006 0.358 0.006 0.156 0.006
2453285.23707 1.762 0.016 1.914 0.016 2.151 0.016 0.152 0.007 0.389 0.006 0.237 0.006
2453285.23745 1.745 0.015 1.933 0.015 2.110 0.015 0.188 0.006 0.365 0.006 0.177 0.006
2453285.23782 1.736 0.015 1.940 0.015 2.102 0.015 0.204 0.006 0.366 0.006 0.162 0.006
2453285.23819 1.715 0.015 1.907 0.015 2.091 0.015 0.192 0.007 0.376 0.006 0.184 0.006
2453285.23858 1.727 0.015 1.924 0.015 2.104 0.015 0.197 0.007 0.377 0.006 0.180 0.006


2453285.23932 1.730 0.015 1.924 0.015 2.102 0.015 0.194 0.007 0.372 0.006 0.178 0.006
2453285.23970 1.722 0.015 99.999 9.999 2.098 0.015 99.999 9.999 0.376 0.006 99.999 9.999


2453285.24044 1.679 0.015 1.881 0.015 2.065 0.015 0.202 0.007 0.386 0.006 0.184 0.006
2453285.24081 99.999 9.999 1.904 0.015 2.100 0.015 99.999 9.999 99.999 9.999 0.196 0.006
2453285.24119 1.732 0.015 1.909 0.015 2.124 0.015 0.177 0.007 0.392 0.006 0.215 0.006
2453285.24156 1.724 0.015 1.930 0.015 2.076 0.015 0.206 0.006 0.352 0.006 0.146 0.006
2453285.24193 1.736 0.016 1.934 0.016 2.101 0.016 0.198 0.006 0.365 0.006 0.167 0.006
2453285.24231 1.740 0.015 1.938 0.015 2.101 0.015 0.198 0.006 0.361 0.006 0.163 0.006
2453285.24269 99.999 9.999 1.898 0.015 2.119 0.015 99.999 9.999 99.999 9.999 0.221 0.006
2453285.24306 1.731 0.015 1.898 0.015 2.120 0.015 0.167 0.007 0.389 0.006 0.222 0.006
2453285.24344 1.725 0.015 1.922 0.015 2.085 0.015 0.197 0.006 0.360 0.006 0.163 0.006
2453285.24381 1.704 0.015 99.999 9.999 2.094 0.015 99.999 9.999 0.390 0.006 99.999 9.999


2453285.24456 1.707 0.015 1.910 0.015 2.093 0.015 0.203 0.007 0.386 0.006 0.183 0.006


