JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 5.00
2453218.31595 1.330 0.023 1.502 0.023 1.706 0.023 0.172 0.011 0.376 0.010 0.204 0.009


2453218.31671 1.321 0.023 1.508 0.023 1.663 0.023 0.187 0.011 0.342 0.010 0.155 0.009
2453218.31708 1.347 0.023 1.511 0.023 1.706 0.023 0.164 0.011 0.359 0.010 0.195 0.009
2453218.31745 1.354 0.023 1.567 0.023 99.999 9.999 0.213 0.011 99.999 9.999 99.999 9.999
2453218.31782 1.384 0.023 1.543 0.023 1.728 0.023 0.159 0.011 0.344 0.010 0.185 0.009


2453218.31857 1.315 0.022 1.512 0.022 1.700 0.022 0.197 0.011 0.385 0.010 0.188 0.009
2453218.31894 1.347 0.023 1.526 0.023 1.728 0.023 0.179 0.011 0.381 0.010 0.202 0.009
2453218.31931 1.316 0.022 1.490 0.022 1.676 0.022 0.174 0.011 0.360 0.010 0.186 0.009
2453218.31969 1.328 0.022 1.550 0.022 1.710 0.022 0.222 0.011 0.382 0.010 0.160 0.009
2453218.32006 1.359 0.022 1.549 0.022 1.723 0.022 0.190 0.011 0.364 0.010 0.174 0.009


2453218.32080 1.279 0.021 1.477 0.020 1.664 0.020 0.198 0.011 0.385 0.010 0.187 0.009
2453218.32119 1.329 0.022 1.500 0.021 99.999 9.999 0.171 0.011 99.999 9.999 99.999 9.999
2453218.32156 1.293 0.021 1.486 0.020 1.661 0.020 0.193 0.011 0.368 0.010 0.175 0.009
2453218.32193 1.336 0.022 1.521 0.022 1.702 0.022 0.185 0.011 0.366 0.010 0.181 0.009
2453218.32230 1.338 0.022 1.517 0.021 1.720 0.021 0.179 0.011 0.382 0.010 0.203 0.009
2453218.32268 1.297 0.022 1.468 0.021 1.639 0.021 0.171 0.011 0.342 0.010 0.171 0.009
2453218.32305 1.326 0.022 1.520 0.021 1.695 0.021 0.194 0.011 0.369 0.010 0.175 0.009
2453218.32342 1.352 0.022 1.544 0.021 1.709 0.021 0.192 0.011 0.357 0.010 0.165 0.009
2453218.32380 1.293 0.021 1.484 0.020 99.999 9.999 0.191 0.011 99.999 9.999 99.999 9.999
2453218.32417 1.260 0.021 1.461 0.020 1.634 0.020 0.201 0.011 0.374 0.010 0.173 0.009
2453218.32454 1.269 0.021 1.462 0.020 1.654 0.020 0.193 0.011 0.385 0.010 0.192 0.009
2453218.32491 1.299 0.021 1.499 0.020 1.685 0.020 0.200 0.011 0.386 0.010 0.186 0.009
2453218.32530 1.302 0.021 1.494 0.020 1.660 0.020 0.192 0.011 0.358 0.010 0.166 0.009
2453218.32567 1.283 0.019 1.448 0.019 1.650 0.019 0.165 0.010 0.367 0.009 0.202 0.009


2453218.32641 1.239 0.019 1.420 0.019 1.600 0.019 0.181 0.010 0.361 0.009 0.180 0.009


2453218.32716 1.356 0.020 1.539 0.020 1.709 0.020 0.183 0.010 0.353 0.009 0.170 0.009
2453218.32753 1.359 0.021 1.528 0.021 99.999 9.999 0.169 0.009 99.999 9.999 99.999 9.999
2453218.32790 1.295 0.020 1.476 0.020 1.656 0.020 0.181 0.009 0.361 0.009 0.180 0.008
2453218.32828 1.292 0.020 1.474 0.020 1.658 0.020 0.182 0.010 0.366 0.009 0.184 0.009
2453218.32865 99.999 9.999 1.506 0.020 1.702 0.020 99.999 9.999 99.999 9.999 0.196 0.009


2453218.32939 1.304 0.020 1.492 0.020 1.677 0.020 0.188 0.009 0.373 0.009 0.185 0.008
2453218.32977 1.296 0.019 1.480 0.019 1.662 0.019 0.184 0.009 0.366 0.009 0.182 0.008
