JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453279.24081 99.999 9.999 2.314 0.021 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453279.24156 2.107 0.020 2.272 0.020 2.494 0.019 0.165 0.007 0.387 0.006 0.222 0.006


2453279.24231 2.087 0.020 2.301 0.019 2.459 0.019 0.214 0.006 0.372 0.006 0.158 0.006
2453279.24269 2.043 0.020 2.256 0.020 2.425 0.019 0.213 0.007 0.382 0.006 0.169 0.006




2453279.24381 2.062 0.020 2.267 0.020 2.461 0.019 0.205 0.007 0.399 0.006 0.194 0.006
2453279.24418 2.114 0.020 2.300 0.019 2.475 0.019 0.186 0.006 0.361 0.006 0.175 0.006
2453279.24455 2.100 0.020 2.297 0.019 2.501 0.019 0.197 0.006 0.401 0.006 0.204 0.006


2453279.24530 2.061 0.020 2.221 0.020 2.434 0.019 0.160 0.007 0.373 0.006 0.213 0.006
2453279.24567 2.063 0.020 2.222 0.020 2.449 0.019 0.159 0.007 0.386 0.006 0.227 0.006
2453279.24605 2.076 0.020 2.279 0.019 2.455 0.019 0.203 0.006 0.379 0.006 0.176 0.006


2453279.24679 99.999 9.999 2.246 0.018 2.410 0.018 99.999 9.999 99.999 9.999 0.164 0.006




2453279.24792 1.998 0.019 2.189 0.019 2.387 0.018 0.191 0.007 0.389 0.006 0.198 0.006


2453279.24867 2.024 0.019 2.248 0.018 2.420 0.018 0.224 0.006 0.396 0.006 0.172 0.006
2453279.24904 2.049 0.019 99.999 9.999 2.434 0.018 99.999 9.999 0.385 0.006 99.999 9.999




2453279.25016 2.030 0.019 99.999 9.999 2.421 0.018 99.999 9.999 0.391 0.006 99.999 9.999
2453279.25053 2.012 0.019 2.184 0.018 2.388 0.018 0.172 0.006 0.376 0.006 0.204 0.006
2453279.25091 2.013 0.019 2.236 0.018 2.418 0.018 0.223 0.006 0.405 0.006 0.182 0.006
2453279.25128 99.999 9.999 99.999 9.999 2.397 0.018 99.999 9.999 99.999 9.999 99.999 9.999
2453279.25166 1.986 0.018 2.135 0.018 99.999 9.999 0.149 0.007 99.999 9.999 99.999 9.999
2453279.25204 99.999 9.999 2.225 0.018 2.402 0.018 99.999 9.999 99.999 9.999 0.177 0.006
2453279.25241 2.004 0.019 99.999 9.999 2.355 0.018 99.999 9.999 0.351 0.006 99.999 9.999


2453279.25315 2.004 0.019 2.147 0.019 2.373 0.018 0.143 0.007 0.369 0.006 0.226 0.006
2453279.25353 2.004 0.019 99.999 9.999 2.403 0.018 99.999 9.999 0.399 0.006 99.999 9.999
2453279.25390 1.941 0.018 2.160 0.017 2.321 0.017 0.219 0.006 0.380 0.006 0.161 0.006


2453279.25465 2.000 0.019 2.191 0.018 2.376 0.018 0.191 0.006 0.376 0.006 0.185 0.006
2453279.25502 1.970 0.018 2.145 0.017 2.353 0.017 0.175 0.006 0.383 0.006 0.208 0.006


2453279.25578 2.019 0.019 2.204 0.018 2.387 0.018 0.185 0.006 0.368 0.006 0.183 0.006
2453279.25615 1.944 0.018 2.120 0.018 2.323 0.017 0.176 0.007 0.379 0.006 0.203 0.006
2453279.25652 99.999 9.999 99.999 9.999 2.362 0.017 99.999 9.999 99.999 9.999 99.999 9.999
2453279.25690 1.996 0.019 2.179 0.018 2.359 0.018 0.183 0.006 0.363 0.006 0.180 0.006
2453279.25727 1.959 0.018 2.129 0.018 2.339 0.017 0.170 0.007 0.380 0.006 0.210 0.006


2453279.25802 1.997 0.019 2.196 0.018 2.386 0.018 0.199 0.006 0.389 0.006 0.190 0.006
2453279.25839 1.975 0.018 99.999 9.999 2.364 0.017 99.999 9.999 0.389 0.006 99.999 9.999
2453279.25876 1.983 0.019 2.176 0.018 2.364 0.018 0.193 0.006 0.381 0.006 0.188 0.006
2453279.25914 1.926 0.018 2.098 0.018 2.291 0.017 0.172 0.007 0.365 0.006 0.193 0.006




2453279.26027 1.939 0.018 2.117 0.018 2.314 0.017 0.178 0.007 0.375 0.006 0.197 0.006




2453279.26138 1.966 0.018 99.999 9.999 2.347 0.017 99.999 9.999 0.381 0.006 99.999 9.999


