JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453259.27016 99.999 9.999 -0.400 0.006 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453259.27053 -0.605 0.006 -0.378 0.006 -0.213 0.006 0.227 0.006 0.392 0.006 0.165 0.006


2453259.27128 99.999 9.999 -0.432 0.005 -0.220 0.005 99.999 9.999 99.999 9.999 0.212 0.006
2453259.27166 -0.587 0.006 -0.433 0.006 -0.208 0.006 0.154 0.006 0.379 0.006 0.225 0.006
2453259.27205 99.999 9.999 -0.461 0.005 -0.220 0.005 99.999 9.999 99.999 9.999 0.241 0.006
2453259.27244 99.999 9.999 -0.444 0.006 -0.219 0.006 99.999 9.999 99.999 9.999 0.225 0.006


2453259.27325 -0.638 0.006 -0.390 0.006 99.999 9.999 0.248 0.006 99.999 9.999 99.999 9.999
2453259.27366 -0.584 0.006 99.999 9.999 -0.241 0.006 99.999 9.999 0.343 0.006 99.999 9.999
2453259.27405 -0.626 0.006 -0.459 0.006 -0.229 0.006 0.167 0.006 0.397 0.006 0.230 0.006
2453259.27446 -0.555 0.006 -0.404 0.006 -0.242 0.006 0.151 0.006 0.313 0.006 0.162 0.006
2453259.27486 -0.582 0.006 99.999 9.999 -0.220 0.006 99.999 9.999 0.362 0.006 99.999 9.999
2453259.27525 -0.588 0.006 -0.437 0.006 -0.240 0.006 0.151 0.006 0.348 0.006 0.197 0.006


2453259.27608 -0.587 0.006 -0.406 0.006 -0.236 0.006 0.181 0.006 0.351 0.006 0.170 0.006
2453259.27650 99.999 9.999 -0.463 0.005 -0.239 0.005 99.999 9.999 99.999 9.999 0.224 0.006
2453259.27691 -0.592 0.006 -0.395 0.006 -0.222 0.006 0.197 0.006 0.370 0.006 0.173 0.006
2453259.27730 -0.616 0.006 -0.457 0.005 -0.254 0.005 0.159 0.006 0.362 0.006 0.203 0.006
2453259.27772 -0.619 0.006 -0.389 0.006 99.999 9.999 0.230 0.006 99.999 9.999 99.999 9.999


2453259.27851 -0.667 0.006 99.999 9.999 -0.239 0.005 99.999 9.999 0.428 0.006 99.999 9.999
2453259.27892 -0.595 0.006 -0.419 0.006 -0.214 0.006 0.176 0.006 0.381 0.006 0.205 0.006


2453259.27973 -0.635 0.006 -0.357 0.006 -0.226 0.006 0.278 0.006 0.409 0.006 0.131 0.006
2453259.28014 -0.645 0.006 -0.372 0.006 -0.239 0.006 0.273 0.006 0.406 0.006 0.133 0.006
2453259.28056 -0.618 0.006 -0.460 0.005 -0.240 0.005 0.158 0.006 0.378 0.006 0.220 0.006


2453259.28137 -0.635 0.006 -0.474 0.005 -0.244 0.005 0.161 0.006 0.391 0.006 0.230 0.006
2453259.28176 -0.599 0.006 -0.448 0.005 -0.254 0.005 0.151 0.006 0.345 0.006 0.194 0.006
2453259.28218 -0.635 0.006 -0.441 0.005 -0.233 0.005 0.194 0.006 0.402 0.006 0.208 0.006


2453259.28299 -0.668 0.006 -0.475 0.005 -0.255 0.005 0.193 0.006 0.413 0.006 0.220 0.006
2453259.28339 -0.651 0.006 -0.425 0.005 -0.235 0.005 0.226 0.006 0.416 0.006 0.190 0.006
2453259.28378 99.999 9.999 -0.448 0.005 -0.238 0.005 99.999 9.999 99.999 9.999 0.210 0.006
2453259.28419 -0.625 0.006 99.999 9.999 -0.234 0.006 99.999 9.999 0.391 0.006 99.999 9.999
2453259.28461 -0.617 0.006 -0.473 0.005 -0.250 0.005 0.144 0.006 0.367 0.006 0.223 0.006
2453259.28501 99.999 9.999 -0.467 0.005 -0.246 0.005 99.999 9.999 99.999 9.999 0.221 0.006
2453259.28541 -0.600 0.006 99.999 9.999 -0.264 0.005 99.999 9.999 0.336 0.006 99.999 9.999
2453259.28581 -0.617 0.006 -0.426 0.005 -0.250 0.005 0.191 0.006 0.367 0.006 0.176 0.006
2453259.28622 -0.606 0.006 -0.446 0.006 -0.245 0.006 0.160 0.006 0.361 0.006 0.201 0.006
2453259.28661 -0.640 0.006 -0.427 0.005 -0.241 0.005 0.213 0.006 0.399 0.006 0.186 0.006
2453259.28703 -0.631 0.006 -0.398 0.006 -0.229 0.006 0.233 0.006 0.402 0.006 0.169 0.006
2453259.28743 -0.631 0.006 -0.486 0.005 -0.269 0.005 0.145 0.006 0.362 0.006 0.217 0.006








2453259.28949 -0.609 0.006 -0.400 0.006 -0.261 0.006 0.209 0.006 0.348 0.006 0.139 0.006




2453259.29072 -0.673 0.006 -0.440 0.005 -0.252 0.005 0.233 0.006 0.421 0.006 0.188 0.006
2453259.29112 -0.621 0.006 -0.410 0.006 -0.244 0.006 0.211 0.006 0.377 0.006 0.166 0.006


2453259.29192 99.999 9.999 -0.486 0.005 -0.266 0.005 99.999 9.999 99.999 9.999 0.220 0.006
2453259.29233 -0.611 0.006 -0.473 0.005 -0.252 0.005 0.138 0.006 0.359 0.006 0.221 0.006
2453259.29272 -0.627 0.006 -0.413 0.006 -0.252 0.006 0.214 0.006 0.375 0.006 0.161 0.006
2453259.29313 -0.601 0.006 -0.431 0.005 -0.250 0.005 0.170 0.006 0.351 0.006 0.181 0.006
2453259.29353 99.999 9.999 -0.477 0.005 -0.266 0.005 99.999 9.999 99.999 9.999 0.211 0.006
2453259.29392 99.999 9.999 -0.484 0.005 -0.258 0.005 99.999 9.999 99.999 9.999 0.226 0.006
2453259.29433 -0.612 0.006 -0.403 0.006 -0.233 0.006 0.209 0.006 0.379 0.006 0.170 0.006
2453259.29473 -0.619 0.006 99.999 9.999 -0.248 0.006 99.999 9.999 0.371 0.006 99.999 9.999
2453259.29514 -0.678 0.006 -0.471 0.005 -0.258 0.005 0.207 0.006 0.420 0.006 0.213 0.006




2453259.29638 -0.659 0.006 -0.439 0.005 -0.273 0.005 0.220 0.006 0.386 0.006 0.166 0.006
2453259.29678 99.999 9.999 -0.486 0.005 -0.251 0.005 99.999 9.999 99.999 9.999 0.235 0.006


2453259.29758 -0.660 0.006 -0.476 0.005 -0.251 0.005 0.184 0.006 0.409 0.006 0.225 0.006


2453259.29840 -0.606 0.006 -0.399 0.006 -0.249 0.006 0.207 0.006 0.357 0.006 0.150 0.006
2453259.30200 99.999 9.999 99.999 9.999 -0.249 0.006 99.999 9.999 99.999 9.999 99.999 9.999
2453259.30241 -0.629 0.006 -0.428 0.006 -0.264 0.006 0.201 0.006 0.365 0.006 0.164 0.006
2453259.30281 -0.631 0.006 -0.396 0.006 -0.251 0.006 0.235 0.006 0.380 0.006 0.145 0.006
2453259.30323 -0.613 0.006 -0.408 0.005 -0.256 0.005 0.205 0.006 0.357 0.006 0.152 0.006
2453259.30361 -0.626 0.006 -0.400 0.005 -0.240 0.005 0.226 0.006 0.386 0.006 0.160 0.006
2453259.30398 -0.599 0.006 -0.396 0.006 -0.238 0.006 0.203 0.006 0.361 0.006 0.158 0.006
2453259.30435 -0.606 0.006 -0.407 0.006 -0.251 0.006 0.199 0.006 0.355 0.006 0.156 0.006
2453259.30771 -0.630 0.006 -0.416 0.005 -0.249 0.005 0.214 0.006 0.381 0.006 0.167 0.006
2453259.30811 -0.658 0.006 -0.446 0.005 -0.252 0.005 0.212 0.006 0.406 0.006 0.194 0.006
2453259.30852 -0.658 0.006 -0.430 0.005 -0.250 0.005 0.228 0.006 0.408 0.006 0.180 0.006
2453259.30892 -0.594 0.006 -0.433 0.006 -0.242 0.006 0.161 0.006 0.352 0.006 0.191 0.006
2453259.30933 -0.619 0.006 -0.402 0.006 -0.246 0.006 0.217 0.006 0.373 0.006 0.156 0.006
2453259.30973 -0.597 0.006 -0.391 0.006 -0.222 0.006 0.206 0.006 0.375 0.006 0.169 0.006
2453259.31015 -0.613 0.006 -0.417 0.005 -0.241 0.005 0.196 0.006 0.372 0.006 0.176 0.006
2453259.31056 -0.625 0.006 -0.411 0.005 -0.254 0.005 0.214 0.006 0.371 0.006 0.157 0.006
2453259.31096 99.999 9.999 -0.432 0.006 -0.228 0.006 99.999 9.999 99.999 9.999 0.204 0.006
2453259.31138 -0.618 0.006 -0.437 0.005 -0.246 0.005 0.181 0.006 0.372 0.006 0.191 0.006
2453259.31177 -0.625 0.006 -0.400 0.006 -0.223 0.006 0.225 0.006 0.402 0.006 0.177 0.006
2453259.31219 -0.603 0.006 -0.417 0.006 -0.243 0.006 0.186 0.006 0.360 0.006 0.174 0.006
2453259.31259 -0.606 0.006 -0.400 0.006 -0.233 0.006 0.206 0.006 0.373 0.006 0.167 0.006
2453259.31300 -0.622 0.006 -0.394 0.006 -0.244 0.006 0.228 0.006 0.378 0.006 0.150 0.006
2453259.31339 -0.593 0.006 -0.431 0.005 -0.233 0.005 0.162 0.006 0.360 0.006 0.198 0.006
2453259.31381 -0.638 0.006 -0.434 0.005 -0.235 0.005 0.204 0.006 0.403 0.006 0.199 0.006
2453259.31422 99.999 9.999 -0.438 0.005 -0.237 0.005 99.999 9.999 99.999 9.999 0.201 0.006
2453259.31464 -0.613 0.006 -0.444 0.005 -0.235 0.005 0.169 0.006 0.378 0.006 0.209 0.006
2453259.31503 -0.601 0.006 -0.421 0.005 -0.244 0.005 0.180 0.006 0.357 0.006 0.177 0.006
2453259.31545 -0.616 0.006 -0.434 0.005 -0.227 0.005 0.182 0.006 0.389 0.006 0.207 0.006
2453259.31586 -0.600 0.006 -0.405 0.006 -0.236 0.006 0.195 0.006 0.364 0.006 0.169 0.006
2453259.31626 -0.604 0.006 -0.385 0.006 -0.231 0.006 0.219 0.006 0.373 0.006 0.154 0.006
2453259.31667 -0.626 0.006 -0.407 0.005 -0.245 0.005 0.219 0.006 0.381 0.006 0.162 0.006
2453259.31707 -0.564 0.006 -0.391 0.006 -0.211 0.006 0.173 0.006 0.353 0.006 0.180 0.006
2453259.31749 -0.587 0.006 99.999 9.999 -0.224 0.006 99.999 9.999 0.363 0.006 99.999 9.999
2453259.31788 -0.587 0.006 -0.436 0.006 -0.235 0.006 0.151 0.006 0.352 0.006 0.201 0.006
2453259.31829 99.999 9.999 -0.434 0.006 -0.207 0.006 99.999 9.999 99.999 9.999 0.227 0.006
2453259.31869 -0.598 0.006 -0.370 0.006 -0.227 0.006 0.228 0.006 0.371 0.006 0.143 0.006
2453259.31910 -0.564 0.006 -0.377 0.006 -0.215 0.006 0.187 0.006 0.349 0.006 0.162 0.006
2453259.31951 -0.567 0.006 -0.365 0.006 -0.220 0.006 0.202 0.006 0.347 0.006 0.145 0.006
2453259.31992 -0.587 0.006 99.999 9.999 -0.230 0.006 99.999 9.999 0.357 0.006 99.999 9.999
2453259.32031 -0.605 0.006 -0.401 0.006 -0.202 0.006 0.204 0.006 0.403 0.006 0.199 0.006
2453259.32073 -0.608 0.006 -0.404 0.006 -0.222 0.006 0.204 0.006 0.386 0.006 0.182 0.006


2453259.32156 -0.610 0.006 -0.407 0.006 -0.213 0.006 0.203 0.006 0.397 0.006 0.194 0.006
2453259.32198 99.999 9.999 -0.408 0.006 -0.211 0.006 99.999 9.999 99.999 9.999 0.197 0.006
2453259.32237 -0.604 0.006 -0.417 0.005 -0.222 0.005 0.187 0.006 0.382 0.006 0.195 0.006
2453259.32278 -0.543 0.006 -0.392 0.006 -0.189 0.006 0.151 0.006 0.354 0.006 0.203 0.006
2453259.32319 -0.578 0.006 -0.393 0.006 -0.213 0.006 0.185 0.006 0.365 0.006 0.180 0.006
2453259.32360 99.999 9.999 -0.378 0.006 -0.212 0.006 99.999 9.999 99.999 9.999 0.166 0.006
2453259.32400 -0.586 0.006 -0.413 0.005 -0.212 0.005 0.173 0.006 0.374 0.006 0.201 0.006
2453259.32441 -0.552 0.006 -0.392 0.006 -0.204 0.006 0.160 0.006 0.348 0.006 0.188 0.006
2453259.32481 99.999 9.999 -0.414 0.006 -0.200 0.006 99.999 9.999 99.999 9.999 0.214 0.006
2453259.32522 -0.603 0.006 -0.422 0.006 -0.218 0.006 0.181 0.006 0.385 0.006 0.204 0.006
2453259.32561 -0.579 0.006 -0.361 0.006 -0.195 0.006 0.218 0.006 0.384 0.006 0.166 0.006
2453259.32603 -0.568 0.006 -0.381 0.006 -0.217 0.006 0.187 0.006 0.351 0.006 0.164 0.006
2453259.32642 -0.555 0.006 -0.350 0.006 -0.186 0.006 0.205 0.006 0.369 0.006 0.164 0.006
2453259.32684 -0.569 0.006 -0.366 0.006 -0.183 0.006 0.203 0.006 0.386 0.006 0.183 0.006
2453259.32726 -0.565 0.006 -0.391 0.006 -0.187 0.006 0.174 0.006 0.378 0.006 0.204 0.006
2453259.32766 -0.593 0.006 -0.380 0.006 -0.186 0.006 0.213 0.006 0.407 0.006 0.194 0.006
2453259.32807 -0.578 0.006 -0.386 0.006 -0.181 0.006 0.192 0.006 0.397 0.006 0.205 0.006
2453259.32848 -0.586 0.006 -0.365 0.006 -0.187 0.006 0.221 0.006 0.399 0.006 0.178 0.006
2453259.32888 99.999 9.999 -0.399 0.006 -0.191 0.006 99.999 9.999 99.999 9.999 0.208 0.006


2453259.32970 -0.548 0.006 -0.378 0.006 -0.197 0.006 0.170 0.006 0.351 0.006 0.181 0.006
2453259.33009 -0.553 0.006 -0.366 0.006 -0.194 0.006 0.187 0.006 0.359 0.006 0.172 0.006
2453259.33051 -0.575 0.006 99.999 9.999 -0.213 0.006 99.999 9.999 0.362 0.006 99.999 9.999
2453259.33090 -0.552 0.006 -0.386 0.006 -0.195 0.006 0.166 0.006 0.357 0.006 0.191 0.006
2453259.33132 -0.562 0.006 -0.382 0.006 -0.194 0.006 0.180 0.006 0.368 0.006 0.188 0.006
2453259.33172 -0.588 0.006 -0.420 0.006 -0.203 0.006 0.168 0.006 0.385 0.006 0.217 0.006
2453259.33212 -0.570 0.006 -0.398 0.006 -0.186 0.006 0.172 0.006 0.384 0.006 0.212 0.006


2453259.33293 -0.571 0.006 -0.341 0.006 -0.200 0.006 0.230 0.006 0.371 0.006 0.141 0.006
2453259.33333 -0.580 0.006 -0.351 0.006 -0.186 0.006 0.229 0.006 0.394 0.006 0.165 0.006


2453259.33413 -0.570 0.006 -0.332 0.006 -0.177 0.006 0.238 0.006 0.393 0.006 0.155 0.006
2453259.33454 -0.574 0.006 -0.351 0.006 99.999 9.999 0.223 0.006 99.999 9.999 99.999 9.999
2453259.33494 -0.558 0.006 99.999 9.999 -0.202 0.006 99.999 9.999 0.356 0.006 99.999 9.999
2453259.33535 -0.561 0.006 -0.381 0.006 -0.187 0.006 0.180 0.006 0.374 0.006 0.194 0.006
2453259.33575 99.999 9.999 -0.373 0.006 -0.193 0.006 99.999 9.999 99.999 9.999 0.180 0.006
2453259.33617 99.999 9.999 -0.375 0.006 -0.178 0.006 99.999 9.999 99.999 9.999 0.197 0.006
2453259.33656 -0.578 0.006 99.999 9.999 -0.204 0.006 99.999 9.999 0.374 0.006 99.999 9.999
2453259.33697 -0.580 0.006 -0.349 0.006 -0.184 0.006 0.231 0.006 0.396 0.006 0.165 0.006
2453259.33736 99.999 9.999 -0.407 0.006 -0.196 0.006 99.999 9.999 99.999 9.999 0.211 0.006
2453259.33777 -0.564 0.006 -0.365 0.006 -0.189 0.006 0.199 0.006 0.375 0.006 0.176 0.006
2453259.33817 -0.564 0.006 -0.358 0.006 -0.200 0.006 0.206 0.006 0.364 0.006 0.158 0.006
2453259.33859 99.999 9.999 99.999 9.999 -0.216 0.006 99.999 9.999 99.999 9.999 99.999 9.999
2453259.33898 -0.558 0.006 -0.380 0.006 -0.209 0.006 0.178 0.006 0.349 0.006 0.171 0.006
2453259.33940 -0.600 0.006 -0.405 0.006 -0.209 0.006 0.195 0.006 0.391 0.006 0.196 0.006
2453259.33979 -0.581 0.006 -0.359 0.006 -0.178 0.006 0.222 0.006 0.403 0.006 0.181 0.006
2453259.34021 -0.554 0.006 -0.388 0.006 -0.200 0.006 0.166 0.006 0.354 0.006 0.188 0.006
