2453246.26877 99.999 9.999
2453246.26914 -0.170 0.009
2453246.26951 -0.207 0.009
2453246.26988 99.999 9.999
2453246.27026 -0.202 0.009
2453246.27063 -0.207 0.009
2453246.27100 -0.195 0.009
2453246.27137 -0.218 0.009
2453246.27176 -0.245 0.009
2453246.27251 -0.234 0.009
2453246.27288 -0.210 0.009
2453246.27363 99.999 9.999
2453246.27400 -0.163 0.008
2453246.27438 -0.221 0.008
2453246.27475 -0.199 0.008
2453246.27512 -0.212 0.008
2453246.27587 -0.179 0.008
2453246.27624 -0.170 0.008
2453246.27661 -0.174 0.008
2453246.27737 -0.198 0.008
2453246.27774 -0.189 0.008
2453246.27811 -0.183 0.008
2453246.27886 -0.161 0.008
2453246.27960 -0.189 0.008
2453246.27997 -0.178 0.008
2453246.28035 -0.182 0.008
2453246.28146 -0.188 0.008
2453246.28185 -0.170 0.008
2453246.28222 -0.185 0.008
2453246.28259 -0.180 0.008
2453246.28334 -0.173 0.008
2453246.28371 -0.183 0.008
2453246.28445 -0.157 0.008
2453246.28483 -0.165 0.008
2453246.28594 -0.139 0.008
2453246.28670 -0.147 0.008
2453246.28707 -0.165 0.008
2453246.28744 -0.154 0.008
2453246.28819 -0.151 0.008
2453246.28856 -0.170 0.008
2453246.28893 -0.141 0.008
2453246.28931 -0.172 0.008
2453246.29042 99.999 9.999
2453246.29080 -0.172 0.008
2453246.29117 -0.165 0.008
2453246.29155 -0.179 0.008
2453246.29192 -0.160 0.008
2453246.29230 -0.177 0.008
2453246.29304 99.999 9.999
2453246.29341 -0.153 0.008
2453246.29416 99.999 9.999
2453246.29453 -0.190 0.008
2453246.29490 -0.139 0.007
2453246.29528 -0.149 0.008
2453246.29565 -0.153 0.008
2453246.29639 99.999 9.999
2453246.29678 -0.152 0.008
2453246.29715 -0.162 0.008
2453246.29752 -0.166 0.008
2453246.29789 -0.155 0.008
2453246.29864 99.999 9.999
2453246.29901 -0.160 0.008
2453246.29976 -0.186 0.008
2453246.30013 -0.183 0.008
2453246.30087 -0.148 0.008
2453246.30163 -0.171 0.008
2453246.30200 -0.177 0.008
2453246.30312 -0.165 0.008
2453246.30424 -0.199 0.008
2453246.30461 -0.137 0.008
2453246.30535 -0.139 0.008
2453246.30574 -0.157 0.008
2453246.30611 -0.157 0.008
2453246.30648 -0.157 0.008
2453246.30723 -0.144 0.008
2453246.30760 -0.157 0.008
2453246.30797 -0.161 0.008
2453246.30834 -0.152 0.008
2453246.30872 -0.172 0.008
2453246.30909 -0.168 0.008
2453246.30983 99.999 9.999
2453246.31021 -0.155 0.007
2453246.31096 99.999 9.999
2453246.31133 -0.185 0.008
2453246.31208 99.999 9.999
2453246.31245 -0.149 0.008
2453246.31282 -0.165 0.008
2453246.31320 99.999 9.999
2453246.31394 -0.132 0.007
2453246.31431 99.999 9.999
2453246.31469 -0.164 0.008
2453246.31543 -0.184 0.008
2453246.31693 -0.149 0.008
2453246.31730 -0.174 0.008
2453246.31768 -0.141 0.008
2453246.31805 -0.150 0.008
2453246.31842 99.999 9.999
2453246.31879 -0.166 0.008
2453246.31954 99.999 9.999
2453246.31991 -0.174 0.007
2453246.32028 -0.158 0.008
2453246.32067 -0.155 0.008
2453246.32178 -0.130 0.008
2453246.32216 -0.174 0.008
2453246.32253 -0.200 0.008
2453246.32365 -0.165 0.008
2453246.32402 -0.173 0.008
2453246.32439 99.999 9.999
2453246.32476 -0.197 0.008
2453246.32552 -0.188 0.008
2453246.32589 -0.176 0.008
2453246.32626 -0.187 0.008
2453246.32664 -0.173 0.008
2453246.32701 -0.207 0.008
2453246.32775 -0.187 0.008
2453246.32813 -0.188 0.008
2453246.32850 99.999 9.999
2453246.32887 -0.223 0.008
2453246.32962 99.999 9.999
2453246.32999 -0.207 0.008
2453246.33036 -0.201 0.008
2453246.33074 -0.212 0.008
2453246.33186 -0.216 0.008
2453246.33223 -0.199 0.008
2453246.33261 -0.177 0.008
2453246.33298 -0.246 0.008
2453246.33373 99.999 9.999
2453246.33410 -0.192 0.008
2453246.33447 -0.220 0.008
2453246.33484 99.999 9.999
2453246.33560 -0.211 0.008
2453246.33597 99.999 9.999
2453246.33709 99.999 9.999
2453246.33746 -0.245 0.008
2453246.33783 -0.234 0.008
2453246.33821 99.999 9.999
2453246.33932 -0.242 0.008
2453246.33971 -0.213 0.008
2453246.34008 -0.232 0.008
2453246.34045 -0.258 0.008
2453246.34120 99.999 9.999
2453246.34157 -0.237 0.008
