JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453210.36093 1.462 0.014 1.642 0.014 1.812 0.014 0.180 0.007 0.350 0.006 0.170 0.006
2453210.36140 1.444 0.013 1.647 0.013 1.815 0.013 0.203 0.007 0.371 0.006 0.168 0.006
2453210.36186 1.496 0.014 1.663 0.014 1.815 0.014 0.167 0.007 0.319 0.006 0.152 0.006
2453210.36233 1.469 0.013 1.632 0.013 99.999 9.999 0.163 0.007 99.999 9.999 99.999 9.999
2453210.36280 1.481 0.014 1.653 0.014 1.789 0.014 0.172 0.007 0.308 0.006 0.136 0.006
2453210.36326 1.506 0.014 1.680 0.014 1.819 0.014 0.174 0.007 0.313 0.006 0.139 0.006
2453210.36373 1.431 0.013 1.639 0.013 1.782 0.013 0.208 0.007 0.351 0.006 0.143 0.006
2453210.36419 1.478 0.013 1.648 0.013 1.801 0.013 0.170 0.007 0.323 0.006 0.153 0.006
2453210.36466 1.423 0.013 1.626 0.013 1.781 0.013 0.203 0.007 0.358 0.006 0.155 0.006
2453210.36513 1.438 0.013 1.606 0.013 1.769 0.013 0.168 0.007 0.331 0.006 0.163 0.006
2453210.36559 1.446 0.013 1.649 0.013 1.776 0.013 0.203 0.007 0.330 0.006 0.127 0.006
2453210.36605 1.411 0.013 1.590 0.013 1.754 0.013 0.179 0.007 0.343 0.006 0.164 0.006
2453210.36653 1.469 0.013 1.642 0.013 1.800 0.013 0.173 0.007 0.331 0.006 0.158 0.006
2453210.36699 1.405 0.013 1.608 0.013 1.771 0.013 0.203 0.007 0.366 0.006 0.163 0.006
2453210.36745 1.424 0.013 1.605 0.013 1.774 0.013 0.181 0.007 0.350 0.006 0.169 0.006
2453210.36792 1.410 0.013 1.606 0.013 1.776 0.013 0.196 0.007 0.366 0.006 0.170 0.006
2453210.36839 1.430 0.013 1.604 0.013 1.783 0.013 0.174 0.007 0.353 0.006 0.179 0.006
2453210.36885 1.454 0.014 1.631 0.014 1.791 0.014 0.177 0.007 0.337 0.006 0.160 0.006
