JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453233.31975 -0.972 0.006 -0.795 0.006 -0.604 0.005 0.177 0.007 0.368 0.006 0.191 0.006
2453233.32012 -0.944 0.006 -0.750 0.006 -0.543 0.005 0.194 0.007 0.401 0.006 0.207 0.006
2453233.32049 -0.921 0.006 -0.742 0.006 -0.564 0.005 0.179 0.007 0.357 0.006 0.178 0.006
2453233.32087 -0.939 0.006 -0.746 0.006 -0.533 0.005 0.193 0.007 0.406 0.006 0.213 0.006
2453233.32124 -0.913 0.006 -0.724 0.006 -0.569 0.005 0.189 0.007 0.344 0.006 0.155 0.006
2453233.32161 -0.944 0.006 -0.742 0.006 -0.549 0.005 0.202 0.007 0.395 0.006 0.193 0.006
2453233.32198 -0.978 0.006 -0.753 0.006 -0.591 0.005 0.225 0.007 0.387 0.006 0.162 0.006
2453233.32236 -0.923 0.006 -0.738 0.006 -0.560 0.005 0.185 0.007 0.363 0.006 0.178 0.006
2453233.32273 -0.870 0.006 -0.722 0.006 -0.574 0.005 0.148 0.007 0.296 0.006 0.148 0.006
2453233.32310 -0.899 0.006 -0.723 0.006 -0.529 0.005 0.176 0.007 0.370 0.006 0.194 0.006
2453233.32347 -0.877 0.006 -0.732 0.006 -0.536 0.005 0.145 0.007 0.341 0.006 0.196 0.006
2453233.32385 -0.886 0.006 -0.709 0.006 -0.574 0.005 0.177 0.007 0.312 0.006 0.135 0.006
2453233.32422 -0.873 0.006 -0.707 0.006 -0.614 0.005 0.166 0.007 0.259 0.006 0.093 0.006
2453233.32459 -0.903 0.006 -0.745 0.006 -0.594 0.005 0.158 0.007 0.309 0.006 0.151 0.006
2453233.32497 -0.883 0.006 -0.709 0.006 -0.602 0.005 0.174 0.007 0.281 0.006 0.107 0.006
2453233.32535 -0.861 0.006 -0.722 0.006 -0.540 0.005 0.139 0.007 0.321 0.006 0.182 0.006
2453233.32572 -0.875 0.006 -0.728 0.006 -0.512 0.005 0.147 0.007 0.363 0.006 0.216 0.006
2453233.32609 -0.910 0.006 -0.726 0.006 -0.605 0.005 0.184 0.007 0.305 0.006 0.121 0.006
2453233.32646 -0.879 0.006 -0.720 0.006 -0.593 0.005 0.159 0.007 0.286 0.006 0.127 0.006
2453233.32684 -0.961 0.006 -0.760 0.006 -0.567 0.005 0.201 0.007 0.394 0.006 0.193 0.006
2453233.32721 -0.918 0.006 -0.742 0.006 -0.512 0.005 0.176 0.007 0.406 0.006 0.230 0.006
2453233.32758 -0.871 0.006 -0.709 0.006 -0.508 0.005 0.162 0.007 0.363 0.006 0.201 0.006
2453233.32795 -0.890 0.006 -0.729 0.006 -0.583 0.005 0.161 0.007 0.307 0.006 0.146 0.006
2453233.32833 -0.884 0.006 -0.712 0.006 -0.570 0.005 0.172 0.007 0.314 0.006 0.142 0.006
2453233.32870 -0.939 0.006 -0.728 0.006 -0.560 0.005 0.211 0.007 0.379 0.006 0.168 0.006
2453233.32907 -0.947 0.006 -0.761 0.006 -0.568 0.005 0.186 0.007 0.379 0.006 0.193 0.006
2453233.32944 -0.889 0.006 -0.713 0.006 -0.490 0.005 0.176 0.007 0.399 0.006 0.223 0.006
2453233.32983 -0.916 0.006 -0.724 0.006 -0.543 0.005 0.192 0.007 0.373 0.006 0.181 0.006
2453233.33020 -0.874 0.006 -0.702 0.006 99.999 9.999 0.172 0.007 99.999 9.999 99.999 9.999
2453233.33057 -0.892 0.006 -0.715 0.006 -0.587 0.005 0.177 0.007 0.305 0.006 0.128 0.006
2453233.33094 -0.922 0.006 -0.735 0.006 -0.620 0.005 0.187 0.007 0.302 0.006 0.115 0.006
