JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453283.24535 1.747 0.017 1.932 0.017 2.113 0.016 0.185 0.007 0.366 0.006 0.181 0.006
2453283.24573 1.754 0.017 1.957 0.017 2.149 0.016 0.203 0.007 0.395 0.006 0.192 0.006
2453283.24610 1.742 0.018 1.956 0.018 2.129 0.018 0.214 0.008 0.387 0.008 0.173 0.007
2453283.24648 1.711 0.018 1.944 0.018 99.999 9.999 0.233 0.008 99.999 9.999 99.999 9.999


2453283.24722 1.745 0.019 1.944 0.019 2.131 0.019 0.199 0.008 0.386 0.008 0.187 0.007


2453283.24797 1.739 0.018 1.961 0.018 2.138 0.018 0.222 0.008 0.399 0.008 0.177 0.007
2453283.24834 1.729 0.018 1.918 0.018 2.114 0.018 0.189 0.008 0.385 0.008 0.196 0.007


2453283.24910 1.753 0.017 1.968 0.017 2.119 0.017 0.215 0.008 0.366 0.008 0.151 0.007
2453283.24947 99.999 9.999 1.962 0.017 2.149 0.017 99.999 9.999 99.999 9.999 0.187 0.007


2453283.25022 1.791 0.018 1.969 0.018 2.186 0.017 0.178 0.007 0.395 0.006 0.217 0.006
2453283.25059 99.999 9.999 1.988 0.018 2.206 0.017 99.999 9.999 99.999 9.999 0.218 0.006
2453283.25096 1.786 0.018 1.970 0.018 2.166 0.017 0.184 0.007 0.380 0.006 0.196 0.006
2453283.25134 1.773 0.018 1.986 0.018 2.165 0.017 0.213 0.007 0.392 0.006 0.179 0.006


2453283.25208 1.794 0.018 1.999 0.018 2.176 0.017 0.205 0.008 0.382 0.007 0.177 0.006




2453283.25321 1.764 0.018 1.969 0.018 2.169 0.017 0.205 0.008 0.405 0.007 0.200 0.006
2453283.25359 1.821 0.018 2.021 0.018 99.999 9.999 0.200 0.007 99.999 9.999 99.999 9.999


2453283.25433 1.742 0.018 1.937 0.018 2.156 0.018 0.195 0.008 0.414 0.008 0.219 0.007
2453283.25471 1.789 0.018 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453283.25508 1.807 0.019 1.996 0.019 2.209 0.018 0.189 0.008 0.402 0.007 0.213 0.006
2453283.25545 99.999 9.999 1.971 0.019 2.148 0.019 99.999 9.999 99.999 9.999 0.177 0.007


2453283.25620 1.745 0.018 1.945 0.018 2.143 0.018 0.200 0.008 0.398 0.008 0.198 0.007
2453283.25657 1.787 0.019 2.010 0.019 2.174 0.019 0.223 0.008 0.387 0.008 0.164 0.007
2453283.25696 1.850 0.019 2.014 0.019 2.211 0.019 0.164 0.008 0.361 0.008 0.197 0.007




2453283.25808 1.802 0.020 1.947 0.020 2.161 0.020 0.145 0.008 0.359 0.008 0.214 0.008
2453283.25845 1.815 0.019 1.959 0.019 2.200 0.019 0.144 0.008 0.385 0.008 0.241 0.007


2453283.25920 1.799 0.019 1.973 0.019 99.999 9.999 0.174 0.008 99.999 9.999 99.999 9.999
2453283.25957 1.810 0.019 2.010 0.019 99.999 9.999 0.200 0.008 99.999 9.999 99.999 9.999


2453283.26032 1.756 0.019 1.996 0.019 2.162 0.019 0.240 0.008 0.406 0.008 0.166 0.007




2453283.26145 1.783 0.020 1.973 0.020 2.184 0.020 0.190 0.008 0.401 0.008 0.211 0.007


2453283.26219 1.778 0.019 1.943 0.019 99.999 9.999 0.165 0.008 99.999 9.999 99.999 9.999
2453283.26256 1.761 0.019 1.950 0.019 2.142 0.019 0.189 0.008 0.381 0.008 0.192 0.007


2453283.26331 1.782 0.019 1.965 0.019 2.184 0.019 0.183 0.008 0.402 0.008 0.219 0.007
2453283.26368 99.999 9.999 2.011 0.020 2.215 0.020 99.999 9.999 99.999 9.999 0.204 0.007
2453283.26406 99.999 9.999 1.950 0.019 2.167 0.019 99.999 9.999 99.999 9.999 0.217 0.007


2453283.26480 1.823 0.020 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453283.26519 1.855 0.020 2.057 0.020 2.236 0.020 0.202 0.008 0.381 0.008 0.179 0.007
2453283.26556 1.812 0.020 2.040 0.020 2.206 0.020 0.228 0.008 0.394 0.008 0.166 0.007
2453283.26593 99.999 9.999 99.999 9.999 2.232 0.020 99.999 9.999 99.999 9.999 99.999 9.999


2453283.26668 1.832 0.020 2.012 0.020 99.999 9.999 0.180 0.008 99.999 9.999 99.999 9.999


2453283.26743 1.847 0.021 2.056 0.021 2.196 0.021 0.209 0.008 0.349 0.008 0.140 0.007




2453283.26854 1.854 0.022 2.034 0.022 2.246 0.022 0.180 0.008 0.392 0.008 0.212 0.008


2453283.26929 1.881 0.022 2.074 0.022 2.259 0.022 0.193 0.008 0.378 0.008 0.185 0.008
2453283.26966 1.895 0.023 2.085 0.023 99.999 9.999 0.190 0.008 99.999 9.999 99.999 9.999
2453283.27005 1.874 0.023 99.999 9.999 2.244 0.023 99.999 9.999 0.370 0.008 99.999 9.999
2453283.27042 1.909 0.023 2.088 0.023 2.285 0.023 0.179 0.008 0.376 0.008 0.197 0.008
2453283.27079 1.821 0.021 2.032 0.021 2.197 0.021 0.211 0.008 0.376 0.008 0.165 0.008


2453283.27154 1.882 0.023 2.052 0.023 2.270 0.023 0.170 0.008 0.388 0.008 0.218 0.008






2453283.27303 99.999 9.999 99.999 9.999 2.276 0.023 99.999 9.999 99.999 9.999 99.999 9.999
2453283.27341 1.922 0.022 2.106 0.022 2.309 0.022 0.184 0.008 0.387 0.008 0.203 0.008
2453283.27378 1.846 0.021 2.050 0.021 2.240 0.021 0.204 0.008 0.394 0.008 0.190 0.008




2453283.27491 99.999 9.999 2.071 0.022 2.277 0.022 99.999 9.999 99.999 9.999 0.206 0.008


2453283.27565 1.908 0.023 2.124 0.023 2.318 0.023 0.216 0.008 0.410 0.008 0.194 0.008




2453283.27677 1.891 0.023 2.114 0.023 2.288 0.023 0.223 0.008 0.397 0.008 0.174 0.008
2453283.27715 1.943 0.023 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453283.27752 1.915 0.022 2.091 0.022 2.305 0.022 0.176 0.008 0.390 0.008 0.214 0.007
2453283.27789 1.938 0.023 2.138 0.023 99.999 9.999 0.200 0.008 99.999 9.999 99.999 9.999
2453283.27828 1.954 0.023 2.157 0.023 2.348 0.023 0.203 0.008 0.394 0.008 0.191 0.007
2453283.27865 1.952 0.023 2.141 0.023 2.315 0.023 0.189 0.008 0.363 0.008 0.174 0.008
2453283.27902 1.942 0.024 2.151 0.024 2.318 0.024 0.209 0.008 0.376 0.008 0.167 0.008


2453283.27977 1.998 0.024 2.195 0.024 99.999 9.999 0.197 0.008 99.999 9.999 99.999 9.999
2453283.28014 99.999 9.999 99.999 9.999 2.367 0.023 99.999 9.999 99.999 9.999 99.999 9.999
2453283.28052 1.928 0.022 2.143 0.022 2.317 0.022 0.215 0.008 0.389 0.008 0.174 0.007
2453283.28089 1.957 0.022 2.130 0.022 99.999 9.999 0.173 0.008 99.999 9.999 99.999 9.999




2453283.28201 1.977 0.023 2.157 0.023 2.359 0.023 0.180 0.008 0.382 0.008 0.202 0.007
2453283.28238 2.009 0.024 2.210 0.024 2.386 0.024 0.201 0.008 0.377 0.008 0.176 0.007






2453283.28388 2.000 0.025 2.201 0.025 2.376 0.025 0.201 0.008 0.376 0.008 0.175 0.008


2453283.28463 2.011 0.026 2.189 0.026 2.415 0.025 0.178 0.008 0.404 0.008 0.226 0.008
2453283.28500 1.962 0.025 2.176 0.025 99.999 9.999 0.214 0.008 99.999 9.999 99.999 9.999


2453283.28575 2.047 0.026 2.206 0.026 2.412 0.025 0.159 0.008 0.365 0.008 0.206 0.008
2453283.28612 2.035 0.024 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453283.28688 2.000 0.025 2.212 0.025 2.365 0.025 0.212 0.008 0.365 0.008 0.153 0.008


2453283.28763 1.953 0.025 2.127 0.025 99.999 9.999 0.174 0.008 99.999 9.999 99.999 9.999
2453283.28800 2.017 0.026 2.218 0.026 2.368 0.025 0.201 0.009 0.351 0.009 0.150 0.008
2453283.28837 2.012 0.029 2.223 0.029 2.409 0.029 0.211 0.009 0.397 0.009 0.186 0.008






2453283.28987 2.017 0.028 2.219 0.028 2.384 0.028 0.202 0.009 0.367 0.009 0.165 0.008


2453283.29061 1.975 0.026 2.190 0.026 2.349 0.025 0.215 0.009 0.374 0.009 0.159 0.008
2453283.29098 99.999 9.999 2.257 0.027 2.468 0.026 99.999 9.999 99.999 9.999 0.211 0.008


2453283.29174 2.023 0.025 2.194 0.025 2.413 0.025 0.171 0.008 0.390 0.008 0.219 0.008


2453283.29249 2.111 0.027 2.310 0.027 2.493 0.026 0.199 0.008 0.382 0.008 0.183 0.008
2453283.29286 2.039 0.029 2.304 0.029 2.440 0.029 0.265 0.009 0.401 0.009 0.136 0.008


2453283.29361 2.075 0.028 2.259 0.028 2.430 0.027 0.184 0.009 0.355 0.009 0.171 0.008
2453283.29398 2.072 0.028 2.235 0.028 99.999 9.999 0.163 0.009 99.999 9.999 99.999 9.999


2453283.29473 2.047 0.029 2.260 0.029 2.427 0.028 0.213 0.009 0.380 0.009 0.167 0.008
2453283.29510 99.999 9.999 99.999 9.999 2.513 0.028 99.999 9.999 99.999 9.999 99.999 9.999
2453283.29547 2.105 0.029 99.999 9.999 2.466 0.028 99.999 9.999 0.361 0.009 99.999 9.999
2453283.29586 2.103 0.029 2.310 0.029 2.467 0.028 0.207 0.009 0.364 0.009 0.157 0.008
2453283.29623 99.999 9.999 2.258 0.029 2.466 0.028 99.999 9.999 99.999 9.999 0.208 0.008


2453283.29697 2.120 0.029 2.330 0.029 2.487 0.028 0.210 0.009 0.367 0.009 0.157 0.008
2453283.29735 2.116 0.035 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453283.29772 2.126 0.030 2.356 0.030 2.512 0.029 0.230 0.009 0.386 0.009 0.156 0.008
2453283.29809 2.152 0.029 2.333 0.029 99.999 9.999 0.181 0.008 99.999 9.999 99.999 9.999










2453283.30034 2.110 0.028 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453283.30072 2.137 0.028 2.306 0.028 2.527 0.027 0.169 0.008 0.390 0.008 0.221 0.008




2453283.30184 2.181 0.029 2.373 0.029 2.550 0.028 0.192 0.008 0.369 0.008 0.177 0.008
2453283.30221 2.115 0.027 2.316 0.027 2.489 0.026 0.201 0.008 0.374 0.008 0.173 0.008




2453283.30333 2.186 0.030 2.413 0.030 2.599 0.029 0.227 0.008 0.413 0.008 0.186 0.008




2453283.30446 2.129 0.029 2.359 0.029 2.506 0.028 0.230 0.009 0.377 0.009 0.147 0.008




2453283.30558 2.195 0.028 2.380 0.028 2.576 0.027 0.185 0.008 0.381 0.008 0.196 0.008
2453283.30595 2.218 0.029 2.424 0.028 99.999 9.999 0.206 0.008 99.999 9.999 99.999 9.999
2453283.30632 2.217 0.028 2.433 0.027 2.592 0.027 0.216 0.008 0.375 0.008 0.159 0.007




2453283.30744 2.231 0.026 2.430 0.025 2.609 0.025 0.199 0.008 0.378 0.008 0.179 0.007
2453283.30782 2.228 0.025 2.456 0.025 99.999 9.999 0.228 0.008 99.999 9.999 99.999 9.999


2453283.30856 2.247 0.026 2.463 0.025 2.637 0.025 0.216 0.008 0.390 0.008 0.174 0.007
2453283.30895 99.999 9.999 2.479 0.025 2.698 0.024 99.999 9.999 99.999 9.999 0.219 0.006
2453283.30932 2.246 0.029 2.463 0.028 2.667 0.028 0.217 0.008 0.421 0.008 0.204 0.007
2453283.30969 2.257 0.027 2.494 0.026 99.999 9.999 0.237 0.008 99.999 9.999 99.999 9.999




2453283.31081 2.287 0.033 2.465 0.033 99.999 9.999 0.178 0.009 99.999 9.999 99.999 9.999




2453283.31193 99.999 9.999 2.472 0.029 2.694 0.029 99.999 9.999 99.999 9.999 0.222 0.007


2453283.31269 2.283 0.027 2.505 0.026 2.683 0.026 0.222 0.008 0.400 0.008 0.178 0.007




2453283.31381 2.305 0.029 2.492 0.028 2.666 0.028 0.187 0.008 0.361 0.008 0.174 0.007
2453283.31418 99.999 9.999 2.525 0.029 2.730 0.029 99.999 9.999 99.999 9.999 0.205 0.007


2453283.31493 2.340 0.031 2.526 0.030 2.730 0.030 0.186 0.008 0.390 0.008 0.204 0.007


2453283.31567 2.326 0.031 2.515 0.030 2.704 0.030 0.189 0.008 0.378 0.008 0.189 0.007
2453283.31604 2.299 0.031 2.506 0.030 2.678 0.030 0.207 0.008 0.379 0.008 0.172 0.007




2453283.31716 2.320 0.032 2.517 0.032 2.710 0.031 0.197 0.008 0.390 0.008 0.193 0.008






2453283.31867 99.999 9.999 2.481 0.027 2.686 0.027 99.999 9.999 99.999 9.999 0.205 0.007




