JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 9.00
2453228.32394 0.646 0.009 0.766 0.008 0.990 0.008 0.120 0.006 0.344 0.006 0.224 0.006
2453228.32431 0.631 0.009 0.773 0.008 0.986 0.008 0.142 0.006 0.355 0.006 0.213 0.006


2453228.32505 0.568 0.009 0.762 0.008 99.999 9.999 0.194 0.006 99.999 9.999 99.999 9.999
2453228.32543 0.611 0.009 0.784 0.008 0.985 0.008 0.173 0.006 0.374 0.006 0.201 0.006
2453228.32580 0.633 0.009 0.777 0.009 1.014 0.008 0.144 0.007 0.381 0.006 0.237 0.006
2453228.32617 0.583 0.009 0.796 0.008 0.932 0.008 0.213 0.006 0.349 0.006 0.136 0.006
2453228.32656 0.590 0.009 0.761 0.008 0.964 0.008 0.171 0.006 0.374 0.006 0.203 0.006
2453228.32693 0.616 0.009 0.787 0.008 0.968 0.008 0.171 0.006 0.352 0.006 0.181 0.006
2453228.32730 0.644 0.009 0.776 0.008 1.003 0.008 0.132 0.006 0.359 0.006 0.227 0.006
2453228.32767 0.555 0.009 0.761 0.008 99.999 9.999 0.206 0.006 99.999 9.999 99.999 9.999
2453228.32805 0.602 0.009 0.734 0.008 0.975 0.008 0.132 0.006 0.373 0.006 0.241 0.006
2453228.32842 0.544 0.009 0.759 0.008 0.918 0.008 0.215 0.006 0.374 0.006 0.159 0.006
2453228.32879 0.548 0.009 0.764 0.008 0.943 0.008 0.216 0.006 0.395 0.006 0.179 0.006
2453228.32916 0.651 0.009 0.790 0.008 1.010 0.008 0.139 0.006 0.359 0.006 0.220 0.006
2453228.32954 0.525 0.009 0.748 0.008 0.902 0.008 0.223 0.006 0.377 0.006 0.154 0.006
2453228.32991 0.612 0.009 0.752 0.008 0.956 0.008 0.140 0.006 0.344 0.006 0.204 0.006
2453228.33028 0.514 0.009 0.720 0.008 0.902 0.008 0.206 0.006 0.388 0.006 0.182 0.006
2453228.33065 0.645 0.009 0.755 0.009 0.992 0.008 0.110 0.007 0.347 0.006 0.237 0.006
2453228.33104 0.580 0.009 0.756 0.008 0.933 0.008 0.176 0.006 0.353 0.006 0.177 0.006
2453228.33141 0.575 0.009 0.736 0.008 0.928 0.008 0.161 0.006 0.353 0.006 0.192 0.006
2453228.33178 0.576 0.009 0.727 0.008 0.959 0.008 0.151 0.006 0.383 0.006 0.232 0.006
