JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453280.26729 2.223 0.025 2.413 0.025 2.584 0.025 0.190 0.008 0.361 0.008 0.171 0.007


2453280.26804 2.124 0.030 2.331 0.030 2.515 0.029 0.207 0.008 0.391 0.008 0.184 0.008
2453280.26841 99.999 9.999 99.999 9.999 2.613 0.027 99.999 9.999 99.999 9.999 99.999 9.999


2453280.26917 2.202 0.031 2.367 0.031 2.571 0.030 0.165 0.008 0.369 0.008 0.204 0.008


2453280.26992 2.122 0.029 2.336 0.029 2.506 0.028 0.214 0.009 0.384 0.009 0.170 0.008




2453280.27104 2.244 0.043 2.460 0.043 2.620 0.042 0.216 0.011 0.376 0.010 0.160 0.009
2453280.27141 99.999 9.999 99.999 9.999 2.580 0.039 99.999 9.999 99.999 9.999 99.999 9.999


2453280.27215 2.133 0.033 2.345 0.033 2.510 0.033 0.212 0.009 0.377 0.009 0.165 0.008




2453280.27328 2.137 0.031 2.358 0.031 2.503 0.030 0.221 0.009 0.366 0.009 0.145 0.008


2453280.27403 2.039 0.031 2.211 0.031 2.443 0.031 0.172 0.009 0.404 0.009 0.232 0.008
2453280.27440 99.999 9.999 99.999 9.999 2.540 0.027 99.999 9.999 99.999 9.999 99.999 9.999


2453280.27515 2.180 0.030 2.367 0.030 2.537 0.029 0.187 0.008 0.357 0.008 0.170 0.008
2453280.27552 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453280.27590 2.158 0.032 2.319 0.032 2.523 0.031 0.161 0.009 0.365 0.009 0.204 0.008
2453280.27627 2.063 0.028 2.267 0.028 2.438 0.027 0.204 0.009 0.375 0.009 0.171 0.008




2453280.27740 2.034 0.027 2.249 0.027 2.411 0.026 0.215 0.008 0.377 0.008 0.162 0.008


2453280.27814 2.015 0.027 2.201 0.027 2.424 0.026 0.186 0.008 0.409 0.008 0.223 0.008
2453280.27852 2.055 0.027 99.999 9.999 2.445 0.026 99.999 9.999 0.390 0.008 99.999 9.999


2453280.27926 1.974 0.023 2.178 0.023 2.372 0.023 0.204 0.008 0.398 0.008 0.194 0.007
2453280.27964 99.999 9.999 99.999 9.999 2.399 0.021 99.999 9.999 99.999 9.999 99.999 9.999


2453280.28038 2.007 0.021 2.219 0.021 2.370 0.021 0.212 0.008 0.363 0.008 0.151 0.007




2453280.28150 2.012 0.019 2.178 0.019 2.394 0.018 0.166 0.007 0.382 0.006 0.216 0.006


2453280.28226 1.983 0.019 2.175 0.019 2.331 0.018 0.192 0.007 0.348 0.006 0.156 0.006
2453280.28263 1.985 0.019 99.999 9.999 2.353 0.018 99.999 9.999 0.368 0.006 99.999 9.999


2453280.28338 2.031 0.019 2.211 0.019 2.411 0.018 0.180 0.007 0.380 0.006 0.200 0.006




2453280.28450 99.999 9.999 2.138 0.018 2.341 0.017 99.999 9.999 99.999 9.999 0.203 0.006


2453280.28524 1.897 0.018 2.128 0.018 2.282 0.017 0.231 0.007 0.385 0.006 0.154 0.006
2453280.28563 99.999 9.999 99.999 9.999 2.316 0.017 99.999 9.999 99.999 9.999 99.999 9.999


2453280.28637 1.859 0.017 2.057 0.017 2.258 0.016 0.198 0.007 0.399 0.006 0.201 0.006
2453280.28674 99.999 9.999 99.999 9.999 2.340 0.017 99.999 9.999 99.999 9.999 99.999 9.999


2453280.28749 1.936 0.018 99.999 9.999 2.313 0.017 99.999 9.999 0.377 0.006 99.999 9.999
2453280.28786 99.999 9.999 99.999 9.999 2.319 0.017 99.999 9.999 99.999 9.999 99.999 9.999
2453280.28824 1.925 0.018 2.105 0.018 2.307 0.017 0.180 0.007 0.382 0.006 0.202 0.006
