JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V




2453260.27565 -0.042 0.010 0.094 0.010 0.337 0.009 0.136 0.010 0.379 0.009 0.243 0.009
2453260.27603 -0.149 0.008 99.999 9.999 0.257 0.008 99.999 9.999 0.406 0.008 99.999 9.999
2453260.27640 -0.121 0.008 0.091 0.008 0.248 0.008 0.212 0.008 0.369 0.008 0.157 0.008
2453260.27678 -0.116 0.008 0.117 0.008 99.999 9.999 0.233 0.008 99.999 9.999 99.999 9.999
2453260.27715 -0.112 0.008 99.999 9.999 0.227 0.008 99.999 9.999 0.339 0.008 99.999 9.999
2453260.27752 -0.158 0.009 0.055 0.008 0.262 0.008 0.213 0.009 0.420 0.009 0.207 0.008
2453260.27791 99.999 9.999 0.099 0.008 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453260.27865 -0.119 0.009 0.085 0.008 0.249 0.008 0.204 0.009 0.368 0.009 0.164 0.008
2453260.27903 -0.089 0.010 0.076 0.009 0.246 0.009 0.165 0.009 0.335 0.009 0.170 0.008


2453260.27977 -0.132 0.010 0.090 0.009 0.262 0.009 0.222 0.009 0.394 0.009 0.172 0.008
2453260.28015 -0.123 0.010 0.093 0.009 99.999 9.999 0.216 0.009 99.999 9.999 99.999 9.999


2453260.28089 -0.147 0.010 0.098 0.009 0.268 0.009 0.245 0.009 0.415 0.009 0.170 0.008
2453260.28127 -0.153 0.010 0.053 0.009 0.254 0.009 0.206 0.009 0.407 0.009 0.201 0.008


2453260.28201 99.999 9.999 0.058 0.009 0.247 0.009 99.999 9.999 99.999 9.999 0.189 0.008
2453260.28240 -0.153 0.010 0.055 0.010 0.249 0.009 0.208 0.010 0.402 0.009 0.194 0.009


2453260.28314 -0.168 0.011 0.091 0.009 99.999 9.999 0.259 0.010 99.999 9.999 99.999 9.999




2453260.28426 -0.142 0.011 0.076 0.010 99.999 9.999 0.218 0.011 99.999 9.999 99.999 9.999
2453260.28463 -0.127 0.011 0.069 0.010 0.280 0.009 0.196 0.011 0.407 0.010 0.211 0.009
2453260.28501 -0.158 0.011 0.036 0.010 0.255 0.009 0.194 0.011 0.413 0.010 0.219 0.009


2453260.28575 -0.117 0.011 0.046 0.011 0.246 0.011 0.163 0.011 0.363 0.011 0.200 0.010
2453260.28613 99.999 9.999 0.026 0.011 0.226 0.011 99.999 9.999 99.999 9.999 0.200 0.011
2453260.28650 -0.169 0.011 0.040 0.010 99.999 9.999 0.209 0.011 99.999 9.999 99.999 9.999


