JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453235.35921 -0.345 0.006 -0.136 0.006 0.033 0.006 0.209 0.006 0.378 0.006 0.169 0.006
2453235.35958 -0.361 0.006 -0.157 0.006 0.021 0.006 0.204 0.006 0.382 0.006 0.178 0.006
2453235.35995 -0.318 0.006 -0.141 0.006 0.040 0.006 0.177 0.007 0.358 0.006 0.181 0.006
2453235.36032 -0.390 0.006 -0.158 0.006 99.999 9.999 0.232 0.006 99.999 9.999 99.999 9.999
2453235.36071 -0.387 0.006 -0.153 0.006 0.023 0.006 0.234 0.006 0.410 0.006 0.176 0.006
2453235.36108 -0.315 0.006 -0.153 0.006 0.041 0.006 0.162 0.007 0.356 0.006 0.194 0.006
2453235.36145 -0.349 0.006 -0.138 0.006 99.999 9.999 0.211 0.007 99.999 9.999 99.999 9.999
2453235.36182 -0.333 0.006 -0.160 0.006 0.027 0.006 0.173 0.007 0.360 0.006 0.187 0.006
2453235.36220 -0.316 0.006 -0.139 0.006 0.033 0.006 0.177 0.007 0.349 0.006 0.172 0.006
2453235.36257 -0.374 0.006 -0.156 0.006 99.999 9.999 0.218 0.007 99.999 9.999 99.999 9.999
2453235.36294 -0.384 0.006 -0.156 0.006 0.026 0.006 0.228 0.006 0.410 0.006 0.182 0.006
2453235.36331 -0.366 0.006 -0.163 0.006 0.029 0.006 0.203 0.007 0.395 0.006 0.192 0.006
2453235.36369 -0.310 0.006 -0.150 0.006 0.029 0.006 0.160 0.007 0.339 0.006 0.179 0.006
2453235.36406 -0.325 0.006 -0.162 0.006 0.025 0.006 0.163 0.007 0.350 0.006 0.187 0.006
2453235.36443 -0.366 0.006 -0.168 0.006 0.007 0.006 0.198 0.007 0.373 0.006 0.175 0.006
2453235.36480 -0.349 0.006 -0.154 0.006 0.025 0.006 0.195 0.007 0.374 0.006 0.179 0.006
2453235.36519 -0.374 0.006 -0.170 0.006 0.031 0.006 0.204 0.007 0.405 0.006 0.201 0.006
2453235.36556 -0.382 0.006 -0.155 0.006 0.018 0.006 0.227 0.006 0.400 0.006 0.173 0.006
2453235.36593 -0.367 0.006 -0.150 0.006 0.031 0.006 0.217 0.007 0.398 0.006 0.181 0.006
2453235.36630 -0.326 0.006 -0.153 0.006 0.030 0.006 0.173 0.007 0.356 0.006 0.183 0.006
2453235.36668 -0.334 0.006 -0.136 0.006 0.024 0.006 0.198 0.007 0.358 0.006 0.160 0.006
2453235.36705 -0.381 0.006 -0.156 0.006 0.021 0.006 0.225 0.007 0.402 0.006 0.177 0.006
2453235.36742 -0.361 0.006 -0.164 0.006 0.021 0.006 0.197 0.007 0.382 0.006 0.185 0.006
2453235.36780 -0.418 0.006 -0.175 0.006 0.026 0.006 0.243 0.007 0.444 0.006 0.201 0.006
2453235.36817 -0.337 0.006 -0.153 0.006 0.025 0.006 0.184 0.007 0.362 0.006 0.178 0.006
2453235.36854 -0.380 0.006 -0.153 0.006 0.026 0.006 0.227 0.007 0.406 0.006 0.179 0.006
2453235.36891 -0.359 0.006 -0.147 0.006 0.043 0.006 0.212 0.006 0.402 0.006 0.190 0.006
2453235.36929 99.999 9.999 -0.147 0.006 0.022 0.006 99.999 9.999 99.999 9.999 0.169 0.006
2453235.36966 -0.379 0.006 -0.172 0.006 0.020 0.006 0.207 0.007 0.399 0.006 0.192 0.006
2453235.37003 -0.321 0.006 -0.137 0.006 0.049 0.006 0.184 0.007 0.370 0.006 0.186 0.006


2453235.37079 -0.321 0.006 -0.162 0.006 0.044 0.006 0.159 0.007 0.365 0.006 0.206 0.006
2453235.37116 -0.285 0.006 -0.129 0.006 0.041 0.006 0.156 0.007 0.326 0.006 0.170 0.006
2453235.37153 -0.374 0.006 -0.164 0.006 0.028 0.006 0.210 0.007 0.402 0.006 0.192 0.006
2453235.37190 -0.306 0.006 -0.151 0.006 0.041 0.006 0.155 0.007 0.347 0.006 0.192 0.006
2453235.37228 -0.290 0.006 -0.133 0.006 0.037 0.006 0.157 0.007 0.327 0.006 0.170 0.006


2453235.37302 -0.307 0.006 -0.135 0.006 0.044 0.006 0.172 0.007 0.351 0.006 0.179 0.006
2453235.37339 -0.300 0.006 -0.144 0.006 0.043 0.006 0.156 0.007 0.343 0.006 0.187 0.006


2453235.37414 99.999 9.999 -0.135 0.006 0.038 0.006 99.999 9.999 99.999 9.999 0.173 0.006
2453235.37451 -0.370 0.006 -0.146 0.006 0.029 0.006 0.224 0.006 0.399 0.006 0.175 0.006
2453235.37488 -0.291 0.006 -0.128 0.006 0.055 0.006 0.163 0.007 0.346 0.006 0.183 0.006
2453235.37527 99.999 9.999 -0.129 0.006 0.045 0.006 99.999 9.999 99.999 9.999 0.174 0.006


2453235.37601 -0.303 0.006 -0.149 0.006 99.999 9.999 0.154 0.007 99.999 9.999 99.999 9.999
2453235.37638 -0.334 0.006 -0.157 0.006 0.028 0.006 0.177 0.007 0.362 0.006 0.185 0.006


2453235.37713 -0.381 0.006 -0.148 0.006 99.999 9.999 0.233 0.007 99.999 9.999 99.999 9.999
2453235.37750 -0.298 0.006 -0.142 0.006 0.024 0.006 0.156 0.007 0.322 0.006 0.166 0.006


2453235.37825 -0.360 0.006 99.999 9.999 0.026 0.006 99.999 9.999 0.386 0.006 99.999 9.999


2453235.37899 -0.297 0.006 -0.122 0.006 0.067 0.006 0.175 0.007 0.364 0.006 0.189 0.006
2453235.37936 -0.278 0.006 -0.129 0.006 0.049 0.006 0.149 0.007 0.327 0.006 0.178 0.006


2453235.38012 -0.310 0.006 -0.141 0.006 0.046 0.006 0.169 0.007 0.356 0.006 0.187 0.006
2453235.38049 -0.297 0.006 -0.136 0.006 99.999 9.999 0.161 0.007 99.999 9.999 99.999 9.999


2453235.38124 -0.350 0.006 -0.140 0.006 99.999 9.999 0.210 0.007 99.999 9.999 99.999 9.999
2453235.38161 -0.371 0.006 -0.144 0.006 0.030 0.006 0.227 0.007 0.401 0.006 0.174 0.006
2453235.38198 -0.328 0.006 -0.161 0.006 99.999 9.999 0.167 0.007 99.999 9.999 99.999 9.999
2453235.38235 99.999 9.999 -0.093 0.006 0.063 0.006 99.999 9.999 99.999 9.999 0.156 0.006




2453235.38347 -0.388 0.006 -0.157 0.006 99.999 9.999 0.231 0.007 99.999 9.999 99.999 9.999


2453235.38422 99.999 9.999 -0.146 0.006 0.043 0.006 99.999 9.999 99.999 9.999 0.189 0.006
2453235.38459 -0.374 0.006 -0.153 0.006 0.032 0.006 0.221 0.007 0.406 0.006 0.185 0.006
2453235.38497 -0.351 0.006 -0.149 0.006 0.033 0.006 0.202 0.006 0.384 0.006 0.182 0.006
2453235.38534 -0.326 0.006 -0.126 0.006 0.052 0.006 0.200 0.007 0.378 0.006 0.178 0.006
2453235.38572 -0.354 0.006 -0.181 0.006 -0.005 0.006 0.173 0.007 0.349 0.006 0.176 0.006
2453235.38609 -0.349 0.006 -0.153 0.006 99.999 9.999 0.196 0.007 99.999 9.999 99.999 9.999
2453235.38646 -0.368 0.006 99.999 9.999 0.036 0.006 99.999 9.999 0.404 0.006 99.999 9.999
2453235.38683 -0.335 0.006 -0.148 0.006 0.024 0.006 0.187 0.006 0.359 0.006 0.172 0.006


2453235.38758 -0.398 0.006 -0.156 0.006 99.999 9.999 0.242 0.006 99.999 9.999 99.999 9.999
2453235.38795 -0.325 0.006 -0.150 0.006 0.025 0.006 0.175 0.007 0.350 0.006 0.175 0.006


2453235.38870 -0.377 0.006 -0.151 0.006 0.029 0.006 0.226 0.006 0.406 0.006 0.180 0.006
2453235.38907 -0.322 0.006 -0.147 0.006 0.028 0.006 0.175 0.007 0.350 0.006 0.175 0.006
2453235.38944 -0.344 0.006 -0.129 0.006 0.052 0.006 0.215 0.006 0.396 0.006 0.181 0.006
