JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: 8.00
2453247.28182 -0.561 0.012 -0.354 0.011 -0.128 0.010 0.207 0.013 0.433 0.012 0.226 0.011


2453247.28256 -0.500 0.011 -0.298 0.010 -0.107 0.009 0.202 0.012 0.393 0.011 0.191 0.011
2453247.28293 -0.538 0.010 -0.361 0.010 -0.202 0.009 0.177 0.011 0.336 0.011 0.159 0.011
2453247.28331 -0.559 0.011 -0.320 0.009 -0.143 0.009 0.239 0.011 0.416 0.011 0.177 0.010
2453247.28368 -0.540 0.011 -0.323 0.010 -0.100 0.008 0.217 0.012 0.440 0.011 0.223 0.010
2453247.28405 -0.555 0.011 -0.295 0.009 -0.119 0.009 0.260 0.011 0.436 0.011 0.176 0.010


2453247.28480 -0.544 0.011 99.999 9.999 -0.101 0.008 99.999 9.999 0.443 0.011 99.999 9.999
2453247.28517 -0.503 0.009 -0.287 0.008 -0.107 0.008 0.216 0.010 0.396 0.010 0.180 0.008
2453247.28554 -0.547 0.009 -0.350 0.009 -0.174 0.008 0.197 0.011 0.373 0.010 0.176 0.009
2453247.28591 -0.536 0.010 -0.315 0.009 -0.129 0.008 0.221 0.011 0.407 0.010 0.186 0.009
2453247.28630 -0.525 0.009 -0.354 0.009 -0.154 0.008 0.171 0.011 0.371 0.010 0.200 0.009
2453247.28667 -0.508 0.010 -0.291 0.009 99.999 9.999 0.217 0.011 99.999 9.999 99.999 9.999
2453247.28704 -0.496 0.010 99.999 9.999 -0.142 0.008 99.999 9.999 0.354 0.010 99.999 9.999
2453247.28741 -0.520 0.011 -0.304 0.009 -0.129 0.009 0.216 0.011 0.391 0.011 0.175 0.010
2453247.28779 -0.539 0.010 -0.273 0.009 -0.103 0.008 0.266 0.011 0.436 0.010 0.170 0.009


2453247.28853 -0.537 0.009 -0.300 0.009 -0.102 0.008 0.237 0.011 0.435 0.010 0.198 0.009


2453247.28928 -0.512 0.011 99.999 9.999 -0.070 0.008 99.999 9.999 0.442 0.011 99.999 9.999
2453247.28965 -0.512 0.012 -0.272 0.011 -0.081 0.010 0.240 0.013 0.431 0.012 0.191 0.011
2453247.29002 -0.511 0.012 -0.352 0.011 -0.176 0.011 0.159 0.013 0.335 0.013 0.176 0.012




2453247.29115 -0.541 0.011 -0.348 0.010 99.999 9.999 0.193 0.012 99.999 9.999 99.999 9.999
2453247.29152 -0.508 0.011 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453247.29189 99.999 9.999 -0.315 0.010 -0.164 0.009 99.999 9.999 99.999 9.999 0.151 0.011
2453247.29227 -0.494 0.012 -0.304 0.011 -0.143 0.011 0.190 0.013 0.351 0.013 0.161 0.012
2453247.29264 -0.505 0.014 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453247.29338 -0.518 0.016 -0.273 0.014 99.999 9.999 0.245 0.017 99.999 9.999 99.999 9.999
2453247.29376 -0.534 0.016 99.999 9.999 -0.208 0.013 99.999 9.999 0.326 0.016 99.999 9.999
2453247.29413 99.999 9.999 -0.340 0.014 -0.141 0.013 99.999 9.999 99.999 9.999 0.199 0.015
2453247.29450 -0.496 0.014 -0.376 0.013 -0.157 0.012 0.120 0.015 0.339 0.014 0.219 0.013
2453247.29487 -0.533 0.014 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453247.29525 99.999 9.999 -0.324 0.011 -0.178 0.011 99.999 9.999 99.999 9.999 0.146 0.012
2453247.29563 -0.531 0.012 -0.326 0.011 -0.135 0.011 0.205 0.013 0.396 0.013 0.191 0.012
