2453234.37732 -0.645 0.006
2453234.37769 -0.610 0.006
2453234.37807 -0.648 0.006
2453234.37844 -0.634 0.006
2453234.37881 -0.642 0.006
2453234.37918 -0.631 0.006
2453234.37956 -0.667 0.006
2453234.37993 -0.656 0.006
2453234.38030 -0.639 0.006
2453234.38067 -0.635 0.006
2453234.38105 -0.647 0.006
2453234.38142 -0.615 0.006
2453234.38179 -0.619 0.006
2453234.38216 -0.630 0.006
2453234.38255 -0.623 0.006
2453234.38292 -0.643 0.006
2453234.38329 -0.621 0.006
2453234.38366 -0.635 0.006
2453234.38441 -0.630 0.006
2453234.38515 -0.662 0.006
2453234.38553 -0.659 0.006
2453234.38590 -0.662 0.006
2453234.38627 -0.661 0.006
2453234.38664 -0.618 0.006
2453234.38703 -0.636 0.006
2453234.38777 -0.615 0.006
2453234.38814 -0.657 0.006
2453234.38852 -0.653 0.006
2453234.38889 -0.655 0.006
2453234.38926 -0.638 0.006
2453234.38963 -0.626 0.006
2453234.39001 -0.644 0.006
2453234.39038 -0.642 0.006
2453234.39075 -0.675 0.006
2453234.39112 -0.629 0.006
2453234.39151 -0.609 0.006
2453234.39188 -0.636 0.006
2453234.39225 -0.633 0.006
2453234.39262 -0.636 0.006
2453234.39300 -0.617 0.006
2453234.39337 -0.647 0.006
2453234.39412 -0.636 0.006
2453234.39449 -0.625 0.006
2453234.39486 -0.642 0.006
2453234.39523 -0.621 0.006
2453234.39561 -0.604 0.006
2453234.39635 -0.621 0.006
2453234.39673 -0.643 0.006
2453234.39711 -0.623 0.006
2453234.39748 -0.592 0.006
2453234.39785 -0.676 0.006
2453234.39822 -0.655 0.006
2453234.39860 -0.617 0.006
2453234.39897 -0.639 0.006
2453234.39934 -0.627 0.006
2453234.40009 -0.629 0.006
2453234.40046 -0.647 0.006
2453234.40083 -0.662 0.006
2453234.40120 -0.629 0.006
2453234.40159 -0.640 0.006
2453234.40233 -0.644 0.006
2453234.40270 -0.642 0.006
2453234.40345 -0.598 0.006
2453234.40382 -0.639 0.006
2453234.40419 -0.631 0.006
2453234.40494 -0.624 0.006
2453234.40531 -0.646 0.006
2453234.40568 -0.661 0.006
2453234.40607 -0.629 0.006
2453234.40644 -0.626 0.006
2453234.40681 -0.655 0.006
2453234.40718 -0.590 0.006
2453234.40756 -0.630 0.006
2453234.40793 -0.627 0.006
2453234.40831 -0.606 0.006
2453234.40868 -0.645 0.006
2453234.40905 -0.622 0.006
2453234.40942 -0.632 0.006
2453234.40980 -0.597 0.006
2453234.41017 -0.614 0.006
2453234.41054 -0.624 0.006
2453234.41093 -0.631 0.006
2453234.41130 -0.599 0.006
2453234.41205 -0.629 0.006
2453234.41242 -0.598 0.006
2453234.41279 -0.620 0.006
2453234.41317 -0.648 0.006
2453234.41354 -0.621 0.006
2453234.41391 -0.638 0.006
2453234.41429 -0.635 0.006
2453234.41466 -0.632 0.006
2453234.41504 -0.656 0.006
2453234.41542 -0.636 0.006
2453234.41579 -0.632 0.006
2453234.41654 -0.620 0.006
2453234.41691 -0.652 0.006
2453234.41729 -0.642 0.006
2453234.41766 -0.610 0.006
2453234.41803 -0.632 0.006
2453234.41841 -0.641 0.006
2453234.41879 -0.608 0.006
2453234.41916 -0.656 0.006
2453234.41954 -0.639 0.006
2453234.41991 -0.647 0.006
2453234.42028 -0.646 0.006
2453234.42066 -0.639 0.006
2453234.42103 -0.621 0.006
2453234.42140 -0.638 0.006
2453234.42178 -0.629 0.006
2453234.42215 -0.652 0.006
2453234.42254 -0.605 0.006
2453234.42291 -0.627 0.006
2453234.42328 -0.655 0.006
2453234.42366 -0.644 0.006
2453234.42403 -0.629 0.006
2453234.42440 -0.637 0.006
2453234.42478 -0.646 0.006
2453234.42515 -0.639 0.006
2453234.42552 -0.628 0.006
2453234.42590 -0.654 0.006
2453234.42627 -0.629 0.006
2453234.42666 -0.644 0.006
2453234.42703 -0.625 0.006
2453234.42740 -0.638 0.006
2453234.42778 -0.652 0.006
2453234.42815 -0.642 0.006
2453234.42890 -0.627 0.006
2453234.42927 -0.635 0.006
2453234.42964 -0.643 0.006
2453234.43002 -0.629 0.006
2453234.43078 -0.639 0.006
2453234.43115 -0.610 0.006
2453234.43152 -0.653 0.006
2453234.43227 -0.633 0.006
2453234.43265 -0.625 0.006
2453234.43302 -0.625 0.006
2453234.43339 -0.613 0.006
2453234.43376 -0.654 0.006
2453234.43414 -0.641 0.006
2453234.43451 -0.628 0.006
2453234.43488 -0.645 0.006
2453234.43527 -0.637 0.006
2453234.43564 -0.645 0.006
2453234.43601 -0.620 0.006
2453234.43639 -0.644 0.006
2453234.43676 -0.615 0.006
2453234.43714 -0.626 0.006
2453234.43751 -0.604 0.006
2453234.43788 -0.630 0.006
2453234.43826 -0.637 0.006
2453234.43863 -0.628 0.006
2453234.43901 -0.620 0.006
2453234.43939 -0.639 0.006
2453234.43976 -0.634 0.006
2453234.44013 -0.630 0.006
2453234.44051 -0.634 0.006
2453234.44088 -0.643 0.006
2453234.44125 -0.636 0.006
2453234.44163 -0.637 0.006
2453234.44200 -0.631 0.006
2453234.44237 -0.617 0.006
2453234.44276 -0.612 0.006
2453234.44313 -0.616 0.007
2453234.44388 -0.659 0.007
2453234.44425 -0.612 0.007
2453234.44462 -0.590 0.008
2453234.44500 -0.629 0.007
2453234.44537 -0.612 0.007
2453234.44612 -0.602 0.007
2453234.44649 -0.625 0.007
2453234.44688 -0.591 0.007
2453234.44762 -0.647 0.007
2453234.44874 -0.621 0.007
2453234.44949 -0.628 0.007
2453234.44986 -0.632 0.007
2453234.45024 -0.628 0.007
2453234.45061 -0.613 0.006
2453234.45098 -0.617 0.006
2453234.45137 -0.642 0.006
2453234.45174 -0.601 0.006
2453234.45211 -0.629 0.006
2453234.45249 -0.606 0.006
2453234.45286 -0.614 0.006
2453234.45361 -0.635 0.006
2453234.45398 -0.601 0.006
2453234.45435 -0.616 0.006
2453234.45510 -0.619 0.006
2453234.45548 -0.651 0.006
2453234.45586 -0.613 0.006
2453234.45623 -0.620 0.006
2453234.45660 -0.587 0.006
2453234.45698 -0.574 0.006
2453234.45735 -0.626 0.006
2453234.45772 -0.586 0.006
2453234.45810 -0.632 0.006
2453234.45884 -0.619 0.006
2453234.45923 -0.640 0.006
2453234.45960 -0.586 0.006
2453234.45997 -0.601 0.006
2453234.46035 -0.617 0.006
2453234.46072 -0.574 0.006
2453234.46109 -0.629 0.006
2453234.46147 -0.605 0.006
2453234.46184 -0.628 0.006
2453234.46222 -0.583 0.006
2453234.46259 -0.574 0.006
2453234.46296 -0.603 0.006
2453234.46335 -0.573 0.006
2453234.46372 -0.596 0.006
2453234.46409 -0.599 0.006
2453234.46447 -0.572 0.006
2453234.46484 -0.585 0.006
2453234.46521 -0.602 0.006
2453234.46559 -0.586 0.006
2453234.46596 -0.590 0.006
2453234.46633 -0.571 0.006
2453234.46670 -0.586 0.007
2453234.46708 -0.610 0.007
2453234.46745 -0.574 0.007
2453234.46784 -0.589 0.009
2453234.46821 -0.627 0.009
2453234.46858 -0.604 0.007
2453234.46896 -0.574 0.009
2453234.46933 -0.564 0.009
2453234.46970 -0.602 0.009
