JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V




2453266.24853 0.099 0.008 0.257 0.008 0.432 0.007 0.158 0.007 0.333 0.006 0.175 0.006
2453266.24890 0.108 0.008 0.239 0.008 0.459 0.007 0.131 0.007 0.351 0.006 0.220 0.006
2453266.24928 0.096 0.008 99.999 9.999 0.431 0.007 99.999 9.999 0.335 0.006 99.999 9.999
2453266.24965 99.999 9.999 0.209 0.007 0.447 0.006 99.999 9.999 99.999 9.999 0.238 0.006
2453266.25002 0.052 0.007 0.270 0.007 99.999 9.999 0.218 0.007 99.999 9.999 99.999 9.999


2453266.25078 99.999 9.999 0.248 0.007 0.430 0.006 99.999 9.999 99.999 9.999 0.182 0.006
2453266.25115 99.999 9.999 0.225 0.007 0.437 0.006 99.999 9.999 99.999 9.999 0.212 0.006




2453266.25227 99.999 9.999 0.201 0.007 0.436 0.006 99.999 9.999 99.999 9.999 0.235 0.006


2453266.25302 0.073 0.007 0.281 0.007 99.999 9.999 0.208 0.007 99.999 9.999 99.999 9.999
2453266.25339 99.999 9.999 0.269 0.007 0.450 0.006 99.999 9.999 99.999 9.999 0.181 0.006
2453266.25377 0.055 0.007 99.999 9.999 0.446 0.006 99.999 9.999 0.391 0.006 99.999 9.999
2453266.25414 0.067 0.007 0.316 0.006 99.999 9.999 0.249 0.006 99.999 9.999 99.999 9.999




2453266.25527 99.999 9.999 0.236 0.007 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453266.25564 0.090 0.007 99.999 9.999 0.452 0.006 99.999 9.999 0.362 0.006 99.999 9.999
2453266.25601 0.113 0.007 99.999 9.999 0.427 0.006 99.999 9.999 0.314 0.006 99.999 9.999
2453266.25639 0.081 0.007 0.322 0.006 99.999 9.999 0.241 0.006 99.999 9.999 99.999 9.999
2453266.25676 0.087 0.007 99.999 9.999 0.434 0.006 99.999 9.999 0.347 0.006 99.999 9.999
2453266.25713 99.999 9.999 0.230 0.007 0.459 0.006 99.999 9.999 99.999 9.999 0.229 0.006
2453266.25751 99.999 9.999 0.214 0.007 0.456 0.006 99.999 9.999 99.999 9.999 0.242 0.006


2453266.25825 0.080 0.007 0.292 0.007 0.468 0.006 0.212 0.007 0.388 0.006 0.176 0.006
2453266.25863 0.086 0.007 0.293 0.006 99.999 9.999 0.207 0.006 99.999 9.999 99.999 9.999


2453266.25938 99.999 9.999 0.233 0.007 0.432 0.006 99.999 9.999 99.999 9.999 0.199 0.006
2453266.25975 99.999 9.999 0.207 0.007 0.430 0.006 99.999 9.999 99.999 9.999 0.223 0.006


