JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453265.25031 99.999 9.999 0.470 0.008 0.657 0.007 99.999 9.999 99.999 9.999 0.187 0.006
2453265.25068 99.999 9.999 0.436 0.008 0.650 0.007 99.999 9.999 99.999 9.999 0.214 0.006




2453265.25181 99.999 9.999 0.478 0.008 0.663 0.007 99.999 9.999 99.999 9.999 0.185 0.006


2453265.25256 99.999 9.999 0.512 0.008 0.684 0.007 99.999 9.999 99.999 9.999 0.172 0.006
2453265.25293 99.999 9.999 0.449 0.008 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453265.25331 0.305 0.008 0.455 0.008 0.670 0.007 0.150 0.007 0.365 0.006 0.215 0.006


2453265.25405 0.295 0.008 0.543 0.008 99.999 9.999 0.248 0.007 99.999 9.999 99.999 9.999
2453265.25443 0.301 0.008 99.999 9.999 0.632 0.007 99.999 9.999 0.331 0.006 99.999 9.999
2453265.25480 99.999 9.999 0.459 0.008 0.677 0.007 99.999 9.999 99.999 9.999 0.218 0.006
2453265.25517 99.999 9.999 0.463 0.008 0.655 0.007 99.999 9.999 99.999 9.999 0.192 0.006


2453265.25593 0.305 0.008 0.531 0.008 0.702 0.007 0.226 0.007 0.397 0.006 0.171 0.006
2453265.25630 99.999 9.999 0.477 0.008 0.685 0.007 99.999 9.999 99.999 9.999 0.208 0.006
2453265.25668 0.321 0.008 99.999 9.999 0.676 0.007 99.999 9.999 0.355 0.006 99.999 9.999
2453265.25705 0.312 0.008 0.479 0.008 0.653 0.007 0.167 0.007 0.341 0.006 0.174 0.006
2453265.25742 99.999 9.999 0.460 0.008 0.667 0.007 99.999 9.999 99.999 9.999 0.207 0.006


2453265.25817 0.339 0.008 99.999 9.999 0.668 0.007 99.999 9.999 0.329 0.006 99.999 9.999
2453265.25854 0.349 0.008 0.506 0.008 99.999 9.999 0.157 0.007 99.999 9.999 99.999 9.999
2453265.25891 0.304 0.008 0.468 0.008 0.644 0.007 0.164 0.007 0.340 0.006 0.176 0.006


2453265.25966 99.999 9.999 0.461 0.008 0.653 0.007 99.999 9.999 99.999 9.999 0.192 0.006
2453265.26003 0.347 0.008 99.999 9.999 0.666 0.007 99.999 9.999 0.319 0.006 99.999 9.999
2453265.26042 0.302 0.008 99.999 9.999 0.687 0.007 99.999 9.999 0.385 0.006 99.999 9.999
2453265.26079 0.304 0.008 0.513 0.007 99.999 9.999 0.209 0.006 99.999 9.999 99.999 9.999


2453265.26154 0.292 0.008 0.520 0.008 0.691 0.007 0.228 0.007 0.399 0.006 0.171 0.006
2453265.26191 0.304 0.008 0.566 0.007 99.999 9.999 0.262 0.006 99.999 9.999 99.999 9.999


2453265.26266 99.999 9.999 0.427 0.008 0.655 0.007 99.999 9.999 99.999 9.999 0.228 0.006
2453265.26303 0.284 0.008 0.479 0.008 0.649 0.007 0.195 0.007 0.365 0.006 0.170 0.006
2453265.26340 0.309 0.008 99.999 9.999 0.684 0.007 99.999 9.999 0.375 0.006 99.999 9.999
2453265.26378 99.999 9.999 0.505 0.007 0.670 0.007 99.999 9.999 99.999 9.999 0.165 0.006
2453265.26416 0.306 0.008 0.467 0.008 0.656 0.007 0.161 0.007 0.350 0.006 0.189 0.006
2453265.26453 0.403 0.008 99.999 9.999 0.647 0.007 99.999 9.999 0.244 0.006 99.999 9.999
2453265.26491 99.999 9.999 0.415 0.008 0.652 0.007 99.999 9.999 99.999 9.999 0.237 0.006


2453265.26565 0.275 0.008 0.419 0.008 0.627 0.007 0.144 0.007 0.352 0.006 0.208 0.006
2453265.26603 99.999 9.999 0.448 0.007 0.658 0.007 99.999 9.999 99.999 9.999 0.210 0.006
2453265.26640 0.289 0.008 0.518 0.007 99.999 9.999 0.229 0.006 99.999 9.999 99.999 9.999


2453265.26715 99.999 9.999 0.421 0.008 0.663 0.007 99.999 9.999 99.999 9.999 0.242 0.006


2453265.26789 0.282 0.008 99.999 9.999 0.626 0.007 99.999 9.999 0.344 0.006 99.999 9.999
2453265.26826 99.999 9.999 0.473 0.008 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999


2453265.26902 99.999 9.999 0.454 0.008 0.634 0.007 99.999 9.999 99.999 9.999 0.180 0.006
2453265.26939 0.322 0.008 0.484 0.008 0.641 0.007 0.162 0.007 0.319 0.006 0.157 0.006
2453265.26977 0.280 0.008 0.418 0.008 0.623 0.007 0.138 0.007 0.343 0.006 0.205 0.006
2453265.27014 0.313 0.008 0.476 0.008 0.647 0.007 0.163 0.007 0.334 0.006 0.171 0.006
