JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6
Aperture: 2.00, Filter: V
2453282.22219 1.682 0.019 1.880 0.019 2.071 0.018 0.198 0.008 0.389 0.007 0.191 0.006
2453282.22256 1.699 0.019 1.908 0.019 2.089 0.018 0.209 0.008 0.390 0.007 0.181 0.006
2453282.22294 1.717 0.019 1.900 0.019 2.101 0.018 0.183 0.008 0.384 0.007 0.201 0.006
2453282.22331 1.719 0.019 1.919 0.019 2.121 0.018 0.200 0.007 0.402 0.006 0.202 0.006
2453282.22368 1.718 0.018 1.893 0.018 2.110 0.017 0.175 0.007 0.392 0.006 0.217 0.006
2453282.22406 1.704 0.018 1.899 0.018 2.088 0.017 0.195 0.007 0.384 0.006 0.189 0.006
2453282.22443 1.742 0.018 1.920 0.018 2.123 0.017 0.178 0.007 0.381 0.006 0.203 0.006
2453282.22480 1.788 0.018 1.960 0.018 2.172 0.017 0.172 0.007 0.384 0.006 0.212 0.006
2453282.22519 1.751 0.017 1.917 0.017 2.125 0.016 0.166 0.007 0.374 0.006 0.208 0.006
2453282.22556 1.699 0.018 1.913 0.018 2.096 0.017 0.214 0.007 0.397 0.006 0.183 0.006
2453282.22593 1.792 0.017 1.966 0.017 2.176 0.016 0.174 0.007 0.384 0.006 0.210 0.006
2453282.22631 1.796 0.017 1.969 0.017 2.175 0.016 0.173 0.007 0.379 0.006 0.206 0.006
2453282.22668 1.733 0.017 1.943 0.017 2.115 0.016 0.210 0.007 0.382 0.006 0.172 0.006
2453282.22705 1.722 0.017 1.960 0.017 99.999 9.999 0.238 0.007 99.999 9.999 99.999 9.999
2453282.22743 99.999 9.999 1.995 0.017 2.212 0.016 99.999 9.999 99.999 9.999 0.217 0.006






2453282.22892 1.727 0.016 1.930 0.016 2.130 0.016 0.203 0.007 0.403 0.006 0.200 0.006




2453282.23005 1.736 0.016 1.921 0.016 2.118 0.016 0.185 0.007 0.382 0.006 0.197 0.006


2453282.23079 1.795 0.016 1.968 0.016 2.175 0.016 0.173 0.007 0.380 0.006 0.207 0.006




2453282.23191 1.773 0.016 1.977 0.016 2.164 0.016 0.204 0.007 0.391 0.006 0.187 0.006
2453282.23229 1.807 0.016 1.965 0.016 99.999 9.999 0.158 0.007 99.999 9.999 99.999 9.999


2453282.23303 1.808 0.016 2.008 0.016 2.185 0.016 0.200 0.006 0.377 0.006 0.177 0.006




2453282.23416 1.772 0.015 1.996 0.015 2.148 0.015 0.224 0.006 0.376 0.006 0.152 0.006




2453282.23528 1.763 0.016 1.992 0.016 2.148 0.016 0.229 0.006 0.385 0.006 0.156 0.006
2453282.23565 1.804 0.016 2.007 0.016 2.181 0.016 0.203 0.006 0.377 0.006 0.174 0.006
2453282.23603 1.772 0.016 2.014 0.016 2.154 0.016 0.242 0.006 0.382 0.006 0.140 0.006


2453282.23677 1.799 0.015 1.985 0.015 2.185 0.015 0.186 0.006 0.386 0.006 0.200 0.006
2453282.23715 1.756 0.015 1.948 0.015 2.161 0.015 0.192 0.007 0.405 0.006 0.213 0.006




2453282.23828 1.871 0.016 2.013 0.016 2.239 0.016 0.142 0.006 0.368 0.006 0.226 0.006
2453282.23865 99.999 9.999 99.999 9.999 2.201 0.015 99.999 9.999 99.999 9.999 99.999 9.999
2453282.23902 1.820 0.016 1.999 0.016 2.197 0.016 0.179 0.006 0.377 0.006 0.198 0.006
2453282.23940 1.873 0.016 2.057 0.016 99.999 9.999 0.184 0.006 99.999 9.999 99.999 9.999


2453282.24014 1.836 0.016 2.000 0.016 99.999 9.999 0.164 0.007 99.999 9.999 99.999 9.999
2453282.24051 1.868 0.016 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999
2453282.24089 99.999 9.999 99.999 9.999 2.241 0.016 99.999 9.999 99.999 9.999 99.999 9.999


2453282.24163 1.810 0.016 2.034 0.016 2.200 0.016 0.224 0.006 0.390 0.006 0.166 0.006




2453282.24275 99.999 9.999 99.999 9.999 2.289 0.016 99.999 9.999 99.999 9.999 99.999 9.999


2453282.24351 1.848 0.016 2.089 0.016 2.245 0.016 0.241 0.006 0.397 0.006 0.156 0.006












2453282.24612 99.999 9.999 2.054 0.016 2.251 0.016 99.999 9.999 99.999 9.999 0.197 0.006
2453282.24649 1.832 0.016 2.013 0.016 2.200 0.016 0.181 0.007 0.368 0.006 0.187 0.006




2453282.24762 1.914 0.017 2.128 0.016 2.296 0.016 0.214 0.006 0.382 0.006 0.168 0.006
2453282.24800 99.999 9.999 99.999 9.999 2.345 0.016 99.999 9.999 99.999 9.999 99.999 9.999




2453282.24912 1.899 0.016 2.063 0.016 2.268 0.016 0.164 0.006 0.369 0.006 0.205 0.006
2453282.24949 99.999 9.999 2.051 0.016 2.282 0.016 99.999 9.999 99.999 9.999 0.231 0.006
2453282.24986 1.957 0.017 2.114 0.017 2.350 0.016 0.157 0.007 0.393 0.006 0.236 0.006


2453282.25061 1.883 0.016 2.043 0.016 2.265 0.016 0.160 0.007 0.382 0.006 0.222 0.006


2453282.25135 99.999 9.999 2.104 0.016 2.303 0.016 99.999 9.999 99.999 9.999 0.199 0.006
2453282.25174 1.910 0.017 2.151 0.016 2.271 0.016 0.241 0.006 0.361 0.006 0.120 0.006




2453282.25286 1.954 0.017 2.092 0.017 2.337 0.016 0.138 0.007 0.383 0.006 0.245 0.006




2453282.25398 99.999 9.999 2.061 0.017 2.280 0.016 99.999 9.999 99.999 9.999 0.219 0.006
